# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s),Dynamic Pressure (mbar)
13.191,3952.234,261.85,-17.143,264.406,17.175,466.057,0.348,466.057,0.043,36.68,1.057,48.476,-80.434,9.796,5.469e-4,0,-4.17E-04,0.294,3.991e4,300.936,51.512,0.224,322.441,241.215,5.33,0.811,5.203e7,0,295.936,0.564,0.564,0.304,0.087,0.173,1.118e-4,6.616e-4,1.629e-4,0,0,0,0,0,0.026,15.24,182.415,82.005,0.074,0.1,-8.419,625.185,326.197,0.05,0.27,287.63
13.241,3965.305,260.994,-17.069,263.552,17.101,467.89,0.35,467.89,0.043,36.627,1.048,48.476,-80.434,9.796,6.554e-4,0,-0.052,0.292,3.991e4,298.581,51.511,0.224,322.395,241.213,5.327,0.808,5.181e7,0,292.964,0.563,0.563,0.304,0.086,0.172,1.339e-4,6.066e-4,1.675e-4,0,0,0,0,-1.99E-07,0.026,15.24,182.415,81.99,0.074,0.1,-8.512,624.131,326.141,0.05,0.27,285.393
13.291,3978.334,260.143,-16.997,262.701,17.029,469.72,0.353,469.72,0.043,36.575,1.039,48.476,-80.434,9.796,6.34e-4,0,-0.093,0.278,3.99e4,296.278,51.511,0.224,322.351,241.211,5.324,0.806,5.159e7,0,290.035,0.562,0.562,0.304,0.085,0.172,1.295e-4,3.703e-4,4.214e-4,0,0,0,0,-6.37E-07,0.026,15.24,182.415,81.975,0.074,0.1,-8.604,623.08,326.085,0.05,0.271,283.176
13.341,3991.32,259.295,-16.925,261.854,16.957,471.547,0.355,471.547,0.043,36.523,1.031,48.476,-80.434,9.796,4.687e-4,-3.78E-07,-0.107,0.269,3.99e4,294.025,51.51,0.224,322.308,241.21,5.321,0.803,5.137e7,0,287.149,0.56,0.56,0.304,0.085,0.171,9.567e-5,4.224e-4,3.371e-4,0,0,0,0,-8.46E-07,0.026,15.24,182.415,81.96,0.076,0.1,-8.697,622.033,326.029,0.05,0.271,280.978
13.391,4004.263,258.45,-16.855,261.011,16.886,473.372,0.358,473.372,0.043,36.472,1.023,48.476,-80.434,9.796,1.178e-4,0,0,0,3.99e4,291.823,51.509,0.224,322.266,241.208,5.319,0.801,5.115e7,0,284.304,0.559,0.559,0.305,0.084,0.171,2.403e-5,-2.06E-04,1.531e-5,0,0,0,0,0,0.026,15.24,182.415,81.946,0.078,0.1,-8.789,620.99,325.973,0.05,0.271,278.8
13.441,4017.165,257.609,-16.785,260.171,16.816,475.194,0.36,475.195,0.043,36.421,1.016,48.476,-80.434,9.796,4.006e-4,0,0.263,-0.126,3.99e4,289.669,51.508,0.224,322.221,241.206,5.316,0.798,5.093e7,0,281.499,0.558,0.558,0.305,0.083,0.17,8.169e-5,3.234e-4,-4.05E-04,0,0,0,0,5.161e-6,0.025,15.24,182.415,81.931,0.08,0.1,-8.881,619.949,325.917,0.05,0.272,276.641
13.491,4030.024,256.772,-16.716,259.335,16.747,477.014,0.363,477.014,0.044,36.37,1.009,48.476,-80.434,9.796,6.755e-4,0,0.253,-0.147,3.99e4,287.564,51.508,0.224,322.176,241.205,5.313,0.796,5.071e7,0,278.733,0.557,0.557,0.305,0.082,0.17,1.377e-4,0.001,-2.03E-04,0,0,0,0,4.802e-6,0.025,15.24,182.415,81.917,0.082,0.1,-8.973,618.913,325.862,0.05,0.272,274.5
13.541,4042.842,255.938,-16.649,258.502,16.679,478.831,0.365,478.832,0.044,36.32,1.001,48.476,-80.434,9.796,9.319e-4,0,0.249,-0.163,3.989e4,285.504,51.507,0.224,322.131,241.203,5.31,0.793,5.049e7,0,276.005,0.556,0.556,0.305,0.081,0.17,1.898e-4,7.488e-4,-4.94E-04,0,0,0,0,4.678e-6,0.025,15.24,182.415,81.902,0.084,0.1,-9.064,617.879,325.806,0.05,0.273,272.379
13.591,4055.618,255.107,-16.582,257.672,16.612,480.646,0.368,480.646,0.044,36.27,0.994,48.476,-80.433,9.796,0.001,0,0.267,-0.14,3.989e4,283.491,51.506,0.224,322.088,241.201,5.308,0.791,5.028e7,0,273.315,0.554,0.554,0.305,0.08,0.169,2.113e-4,0.001,4.931e-4,0,0,0,0,5.391e-6,0.025,15.24,182.415,81.887,0.084,0.1,-9.155,616.849,325.751,0.05,0.273,270.275
13.641,4068.353,254.279,-16.516,256.846,16.546,482.458,0.37,482.459,0.044,36.221,0.986,48.476,-80.433,9.796,9.539e-4,4.555e-7,0.274,-0.135,3.989e4,281.522,51.506,0.224,322.046,241.2,5.305,0.789,5.006e7,0,270.66,0.553,0.553,0.305,0.079,0.169,1.941e-4,8.832e-4,-3.79E-04,0,0,0,0,5.713e-6,0.025,15.24,182.415,81.872,0.084,0.1,-9.245,615.822,325.696,0.05,0.273,268.19
13.691,4081.046,253.455,-16.451,256.023,16.48,484.268,0.373,484.268,0.044,36.171,0.978,48.476,-80.433,9.796,6.794e-4,0,0.301,-0.067,3.989e4,279.596,51.505,0.224,322.006,241.198,5.302,0.786,4.985e7,0,268.041,0.552,0.552,0.305,0.079,0.168,1.382e-4,3.696e-4,1.348e-4,0,0,0,0,6.942e-6,0.025,15.24,182.415,81.856,0.083,0.1,-9.336,614.799,325.641,0.05,0.274,266.123
13.741,4093.698,252.634,-16.387,255.204,16.416,486.076,0.375,486.076,0.044,36.123,0.97,48.476,-80.433,9.796,5.133e-4,0,0.305,0.051,3.989e4,277.714,51.505,0.224,321.966,241.197,5.3,0.784,4.964e7,0,265.457,0.551,0.551,0.305,0.078,0.168,1.044e-4,3.206e-4,-1.22E-04,0,0,0,0,7.208e-6,0.025,15.24,182.415,81.841,0.081,0.1,-9.426,613.779,325.587,0.05,0.274,264.073
13.791,4106.31,251.817,-16.324,254.387,16.352,487.881,0.378,487.881,0.044,36.074,0.963,48.476,-80.433,9.796,5.094e-4,-3.69E-07,0.236,0.205,3.988e4,275.873,51.504,0.224,321.924,241.196,5.297,0.781,4.943e7,0,262.907,0.55,0.55,0.306,0.077,0.168,1.035e-4,4.215e-4,-4.52E-04,0,0,0,0,4.317e-6,0.025,15.24,182.415,81.826,0.08,0.1,-9.516,612.762,325.532,0.05,0.275,262.041
13.841,4118.88,251.002,-16.262,253.574,16.29,489.683,0.381,489.683,0.045,36.026,0.955,48.476,-80.433,9.796,4.809e-4,0,0.122,0.287,3.988e4,274.072,51.504,0.224,321.883,241.194,5.295,0.779,4.922e7,0,260.39,0.549,0.549,0.306,0.076,0.167,9.767e-5,0.001,3.123e-4,0,0,0,0,1.167e-6,0.025,15.24,182.415,81.81,0.079,0.1,-9.605,611.748,325.478,0.05,0.275,260.026
13.891,4131.41,250.19,-16.2,252.764,16.228,491.483,0.383,491.483,0.045,35.979,0.947,48.476,-80.433,9.796,4.919e-4,3.754e-7,0.074,0.303,3.988e4,272.312,51.503,0.224,321.843,241.193,5.292,0.777,4.901e7,0,257.905,0.548,0.548,0.306,0.075,0.167,9.986e-5,1.083e-4,4.142e-4,0,0,0,0,4.363e-7,0.025,15.24,182.415,81.794,0.079,0.1,-9.694,610.738,325.424,0.05,0.276,258.028
13.941,4143.899,249.382,-16.139,251.957,16.166,493.281,0.386,493.281,0.045,35.932,0.94,48.476,-80.433,9.796,5.327e-4,-6.30E-07,0.079,0.301,3.988e4,270.591,51.502,0.224,321.802,241.192,5.289,0.774,4.88e7,0,255.452,0.547,0.547,0.306,0.075,0.166,1.081e-4,5.582e-4,-4.12E-04,0,0,0,0,4.98e-7,0.025,15.24,182.415,81.779,0.079,0.1,-9.783,609.731,325.37,0.05,0.276,256.047
13.991,4156.348,248.576,-16.079,251.153,16.106,495.076,0.388,495.077,0.045,35.885,0.934,48.476,-80.433,9.796,4.355e-4,-4.58E-07,0.148,0.279,3.988e4,268.907,51.502,0.224,321.763,241.19,5.287,0.772,4.86e7,0,253.029,0.546,0.546,0.306,0.074,0.166,8.833e-5,7.626e-4,3.979e-4,0,0,0,0,1.755e-6,0.025,15.24,182.415,81.763,0.081,0.1,-9.872,608.727,325.316,0.05,0.276,254.082
14.041,4168.757,247.774,-16.019,250.352,16.046,496.869,0.391,496.87,0.045,35.838,0.927,48.476,-80.433,9.796,3.105e-4,0,0.287,0.136,3.988e4,267.261,51.501,0.224,321.724,241.189,5.284,0.77,4.839e7,0,250.638,0.545,0.545,0.306,0.073,0.166,6.294e-5,6.064e-4,-1.54E-04,0,0,0,0,6.604e-6,0.025,15.24,182.415,81.747,0.082,0.1,-9.96,607.727,325.263,0.05,0.277,252.134
14.091,4181.126,246.974,-15.961,249.555,15.987,498.66,0.394,498.66,0.045,35.792,0.92,48.476,-80.433,9.796,3.388e-4,-4.99E-07,0.311,-0.056,3.987e4,265.652,51.501,0.224,321.684,241.188,5.282,0.767,4.819e7,0,248.275,0.544,0.544,0.306,0.073,0.165,6.866e-5,1.158e-4,-1.62E-04,0,0,0,0,7.796e-6,0.024,15.24,182.415,81.732,0.084,0.1,-10.048,606.729,325.21,0.05,0.277,250.202
14.141,4193.454,246.178,-15.903,248.76,15.929,500.449,0.396,500.449,0.045,35.746,0.914,48.476,-80.433,9.796,4.773e-4,0,0.284,-0.142,3.987e4,264.078,51.5,0.224,321.644,241.186,5.279,0.765,4.798e7,0,245.942,0.543,0.543,0.306,0.072,0.165,9.668e-5,3.148e-4,3.675e-4,0,0,0,0,6.54e-6,0.024,15.24,182.415,81.716,0.086,0.1,-10.136,605.735,325.156,0.05,0.278,248.286
14.191,4205.743,245.384,-15.845,247.968,15.871,502.235,0.399,502.235,0.046,35.701,0.907,48.476,-80.433,9.796,6.092e-4,0,0.263,-0.184,3.987e4,262.539,51.5,0.224,321.604,241.185,5.277,0.763,4.778e7,0,243.639,0.542,0.542,0.307,0.071,0.164,1.233e-4,0.001,-4.93E-04,0,0,0,0,5.656e-6,0.024,15.24,182.415,81.7,0.087,0.1,-10.224,604.747,325.103,0.05,0.278,246.387
14.241,4217.993,244.593,-15.789,247.179,15.815,504.019,0.402,504.019,0.046,35.656,0.9,48.476,-80.433,9.795,6.222e-4,-3.98E-07,0.259,-0.193,3.987e4,261.034,51.499,0.224,321.566,241.184,5.274,0.76,4.758e7,0,241.382,0.541,0.541,0.307,0.071,0.164,1.259e-4,0.001,-4.47E-04,0,0,0,0,5.537e-6,0.024,15.24,182.415,81.684,0.087,0.1,-10.311,603.809,325.05,0.05,0.278,244.523
14.291,4230.203,243.805,-15.734,246.392,15.759,505.8,0.404,505.801,0.046,35.611,0.894,48.476,-80.433,9.795,5.652e-4,0,0.263,-0.188,3.987e4,259.562,51.499,0.224,321.527,241.183,5.272,0.758,4.738e7,0,239.152,0.54,0.54,0.307,0.07,0.164,1.143e-4,7.111e-4,-6.40E-05,0,0,0,0,5.717e-6,0.024,15.24,182.415,81.667,0.087,0.1,-10.398,602.874,324.998,0.05,0.279,242.674
14.341,4242.373,243.02,-15.679,245.609,15.704,507.58,0.407,507.58,0.046,35.566,0.888,48.476,-80.433,9.795,5.311e-4,0,0.296,-0.138,3.987e4,258.123,51.498,0.224,321.49,241.182,5.27,0.756,4.719e7,0,236.949,0.539,0.539,0.307,0.069,0.163,1.074e-4,7.387e-4,-2.81E-04,0,0,0,0,7.287e-6,0.024,15.24,182.415,81.651,0.087,0.1,-10.485,601.942,324.945,0.05,0.279,240.839
14.391,4254.505,242.237,-15.625,244.828,15.65,509.357,0.41,509.357,0.046,35.522,0.881,48.476,-80.433,9.795,4.891e-4,-3.57E-07,0.327,-0.037,3.987e4,256.716,51.498,0.224,321.452,241.181,5.267,0.754,4.699e7,0,234.771,0.538,0.538,0.307,0.069,0.163,9.884e-5,8.28e-5,-1.91E-04,0,0,0,0,8.985e-6,0.024,15.24,182.415,81.635,0.086,0.1,-10.571,601.013,324.893,0.05,0.28,239.02
14.441,4266.597,241.457,-15.572,244.05,15.596,511.132,0.412,511.132,0.046,35.478,0.875,48.476,-80.433,9.795,4.422e-4,0,0.328,0.045,3.986e4,255.34,51.498,0.224,321.415,241.18,5.265,0.751,4.68e7,0,232.619,0.538,0.538,0.307,0.068,0.162,8.932e-5,2.373e-4,2.092e-4,0,0,0,0,9.07e-6,0.024,15.24,182.415,81.618,0.086,0.1,-10.657,600.087,324.841,0.05,0.28,237.215
14.491,4278.651,240.68,-15.519,243.275,15.543,512.905,0.415,512.905,0.046,35.435,0.869,48.476,-80.433,9.795,5.168e-4,0,0.304,0.133,3.986e4,253.995,51.497,0.224,321.377,241.179,5.262,0.749,4.661e7,0,230.492,0.537,0.537,0.307,0.067,0.162,1.044e-4,1.386e-4,-8.15E-05,0,0,0,0,7.837e-6,0.024,15.24,182.415,81.602,0.085,0.1,-10.743,599.164,324.789,0.05,0.28,235.424
14.541,4290.665,239.906,-15.466,242.502,15.491,514.676,0.418,514.676,0.046,35.391,0.863,48.476,-80.433,9.795,5.452e-4,0,0.272,0.194,3.986e4,252.679,51.497,0.224,321.34,241.178,5.26,0.747,4.641e7,0,228.39,0.536,0.536,0.307,0.067,0.162,1.101e-4,4.191e-4,3.252e-4,0,0,0,0,6.338e-6,0.024,15.24,182.415,81.585,0.085,0.1,-10.828,598.243,324.737,0.05,0.281,233.648
14.591,4302.641,239.134,-15.415,241.732,15.439,516.444,0.42,516.444,0.047,35.348,0.856,48.476,-80.433,9.795,5.116e-4,-2.98E-07,0.234,0.238,3.986e4,251.393,51.496,0.224,321.303,241.177,5.258,0.745,4.622e7,0,226.311,0.535,0.535,0.307,0.066,0.161,1.032e-4,6.283e-4,1.907e-4,0,0,0,0,4.709e-6,0.024,15.24,182.415,81.568,0.084,0.1,-10.914,597.326,324.685,0.05,0.281,231.886
14.641,4314.579,238.364,-15.364,240.965,15.387,518.21,0.423,518.211,0.047,35.306,0.851,48.476,-80.433,9.795,5.362e-4,-3.41E-07,0.271,0.2,3.986e4,250.135,51.496,0.224,321.267,241.176,5.255,0.742,4.603e7,0,224.256,0.534,0.534,0.308,0.066,0.161,1.081e-4,4.475e-4,-4.29E-04,0,0,0,0,6.361e-6,0.024,15.24,182.415,81.552,0.085,0.1,-10.999,596.412,324.634,0.05,0.282,230.138
14.691,4326.478,237.597,-15.313,240.2,15.336,519.975,0.426,519.975,0.047,35.263,0.845,48.476,-80.433,9.795,5.035e-4,0,0.307,0.139,3.986e4,248.904,51.496,0.224,321.231,241.175,5.253,0.74,4.584e7,0,222.224,0.533,0.533,0.308,0.065,0.161,1.015e-4,7.229e-4,2.775e-4,0,0,0,0,8.232e-6,0.024,15.24,182.415,81.535,0.086,0.1,-11.083,595.501,324.582,0.05,0.282,228.404
14.741,4338.338,236.833,-15.263,239.437,15.286,521.737,0.428,521.737,0.047,35.221,0.839,48.476,-80.433,9.795,5.338e-4,0,0.336,0.038,3.986e4,247.701,51.495,0.224,321.195,241.174,5.251,0.738,4.565e7,0,220.215,0.533,0.533,0.308,0.065,0.16,1.076e-4,4.991e-4,-2.84E-04,0,0,0,0,9.89e-6,0.023,15.24,182.415,81.518,0.087,0.1,-11.168,594.592,324.531,0.05,0.283,226.683
14.791,4350.161,236.071,-15.214,238.678,15.237,523.497,0.431,523.497,0.047,35.179,0.833,48.476,-80.433,9.795,6.621e-4,0,0.339,-0.021,3.986e4,246.526,51.495,0.224,321.158,241.173,5.248,0.736,4.546e7,0,218.228,0.532,0.532,0.308,0.064,0.16,1.334e-4,5.373e-4,2.135e-4,0,0,0,0,1.015e-5,0.023,15.24,182.415,81.501,0.088,0.1,-11.252,593.687,324.48,0.05,0.284,224.976
14.841,4361.946,235.311,-15.165,237.92,15.187,525.255,0.434,525.255,0.047,35.138,0.828,48.476,-80.433,9.795,7.599e-4,-3.17E-07,0.337,-0.062,3.985e4,245.375,51.494,0.224,321.122,241.172,5.246,0.733,4.528e7,0,216.264,0.531,0.531,0.308,0.063,0.16,1.53e-4,8.452e-4,1.703e-4,0,0,0,0,1.009e-5,0.023,15.24,182.415,81.484,0.089,0.1,-11.336,592.784,324.429,0.05,0.284,223.283
14.891,4373.692,234.554,-15.116,237.166,15.139,527.01,0.436,527.011,0.047,35.097,0.822,48.476,-80.433,9.795,8.253e-4,0,0.331,-0.096,3.985e4,244.25,51.494,0.224,321.087,241.171,5.244,0.731,4.509e7,0,214.32,0.53,0.53,0.308,0.063,0.159,1.661e-4,0.001,-3.60E-04,0,0,0,0,9.781e-6,0.023,15.24,182.415,81.467,0.09,0.1,-11.42,591.885,324.379,0.05,0.285,221.602
14.941,4385.401,233.8,-15.069,236.413,15.091,528.764,0.439,528.764,0.048,35.056,0.817,48.476,-80.433,9.795,8.191e-4,0,0.336,-0.085,3.985e4,243.151,51.494,0.224,321.052,241.17,5.242,0.729,4.49e7,0,212.399,0.529,0.529,0.308,0.062,0.159,1.648e-4,6.558e-4,1.829e-4,0,0,0,0,1.017e-5,0.023,15.24,182.415,81.45,0.09,0.1,-11.503,590.988,324.328,0.05,0.286,219.935
14.991,4397.072,233.047,-15.021,235.663,15.043,530.516,0.442,530.516,0.048,35.015,0.811,48.476,-80.433,9.795,7.725e-4,0,0.344,-0.072,3.985e4,242.075,51.493,0.224,321.018,241.169,5.239,0.727,4.472e7,0,210.498,0.529,0.529,0.308,0.062,0.159,1.554e-4,0.001,9.462e-5,0,0,0,0,1.074e-5,0.023,15.24,182.415,81.432,0.09,0.1,-11.586,590.094,324.278,0.05,0.286,218.28
15,4399.111,232.916,-15.013,235.532,15.035,530.822,0.442,530.823,0.048,35.008,0.81,48.476,-80.433,9.795,7.602e-4,0,0.347,-0.057,3.985e4,241.842,51.493,0.224,321.012,241.169,5.239,0.726,4.469e7,0,210.167,0.529,0.529,0.308,0.062,0.158,1.529e-4,3.775e-4,3.504e-4,0,0,0,0,1.095e-5,0.023,15.24,182.415,81.429,0.09,0.1,-11.601,589.938,324.269,0.009,0.287,217.992
15.013,4402.167,232.719,-15.001,235.336,15.022,531.282,0.443,531.282,0.048,34.997,0.808,48.476,-80.433,9.795,7.248e-4,0,0.349,-0.05,3.985e4,241.842,51.493,0.224,321.003,241.169,5.238,0.726,4.464e7,0,209.672,0.528,0.528,0.308,0.062,0.158,1.457e-4,3.613e-4,-1.30E-04,0,0,0,0,1.109e-5,0.023,15.24,182.415,81.424,0.09,0.1,-11.622,589.704,324.256,0.013,0.287,217.561
15.033,4406.745,232.424,-14.982,235.042,15.004,531.971,0.444,531.971,0.048,34.981,0.806,48.476,-80.433,9.795,6.71e-4,0,0.352,-0.033,3.985e4,241.842,51.493,0.224,320.989,241.169,5.238,0.725,4.457e7,0,208.933,0.528,0.528,0.308,0.061,0.158,1.349e-4,7.042e-4,-5.50E-05,0,0,0,0,1.13e-5,0.023,15.24,182.415,81.417,0.09,0.1,-11.655,589.353,324.236,0.02,0.288,216.915
15.062,4413.603,231.982,-14.955,234.601,14.976,533.003,0.446,533.004,0.048,34.958,0.803,48.476,-80.433,9.795,5.667e-4,0,0.355,-0.002,3.985e4,241.842,51.493,0.224,320.97,241.169,5.236,0.724,4.446e7,0,207.83,0.528,0.528,0.308,0.061,0.158,1.139e-4,3.638e-4,-6.65E-05,0,0,0,0,1.154e-5,0.023,15.24,182.415,81.407,0.09,0.1,-11.704,588.828,324.206,0.03,0.289,215.95
15.107,4423.864,231.32,-14.914,233.942,14.935,534.551,0.448,534.551,0.048,34.922,0.798,48.476,-80.433,9.795,4.61e-4,0,0.346,0.085,3.985e4,241.842,51.493,0.224,320.94,241.169,5.234,0.722,4.43e7,0,206.188,0.527,0.527,0.308,0.061,0.158,9.263e-5,4.089e-4,-4.41E-04,0,0,0,0,1.101e-5,0.023,15.24,182.415,81.391,0.089,0.1,-11.777,588.042,324.162,0.044,0.289,214.511
15.157,4435.411,230.576,-14.868,233.199,14.889,536.296,0.451,536.296,0.048,34.882,0.792,48.476,-80.433,9.795,3.924e-4,0,0.29,0.21,3.985e4,241.842,51.493,0.224,320.907,241.169,5.232,0.72,4.411e7,0,204.354,0.526,0.526,0.309,0.06,0.157,7.881e-5,4.582e-4,4.211e-4,0,0,0,0,7.755e-6,0.023,15.24,182.415,81.373,0.089,0.1,-11.859,587.158,324.112,0.05,0.289,212.899
15.207,4446.922,229.834,-14.823,232.46,14.844,538.039,0.454,538.039,0.048,34.843,0.787,48.476,-80.433,9.795,4.398e-4,0,0.194,0.301,3.985e4,241.842,51.493,0.224,320.873,241.169,5.23,0.717,4.393e7,0,202.539,0.526,0.526,0.309,0.06,0.157,8.83e-5,1.834e-4,-4.37E-04,0,0,0,0,3.503e-6,0.023,15.24,182.415,81.355,0.088,0.1,-11.941,586.276,324.063,0.05,0.29,211.299
15.257,4458.395,229.094,-14.778,231.722,14.799,539.78,0.457,539.781,0.048,34.804,0.781,48.476,-80.433,9.795,4.814e-4,0,0.179,0.31,3.985e4,241.842,51.493,0.224,320.839,241.169,5.228,0.715,4.375e7,0,200.743,0.525,0.525,0.309,0.059,0.157,9.661e-5,6.229e-4,1.896e-4,0,0,0,0,2.99e-6,0.023,15.24,182.415,81.338,0.088,0.1,-12.023,585.397,324.013,0.05,0.29,209.711
15.307,4469.831,228.356,-14.734,230.987,14.754,541.52,0.459,541.52,0.049,34.765,0.776,48.476,-80.433,9.795,5.276e-4,0,0.193,0.304,3.985e4,241.842,51.493,0.224,320.806,241.169,5.226,0.713,4.357e7,0,198.966,0.524,0.524,0.309,0.059,0.156,1.058e-4,6.621e-4,-1.14E-04,0,0,0,0,3.524e-6,0.023,15.24,182.415,81.32,0.088,0.1,-12.104,584.521,323.964,0.05,0.291,208.136
15.357,4481.23,227.62,-14.69,230.254,14.71,543.257,0.462,543.257,0.049,34.726,0.771,48.476,-80.433,9.795,5.098e-4,0,0.262,0.251,3.985e4,241.842,51.493,0.224,320.773,241.169,5.223,0.711,4.339e7,0,197.207,0.523,0.523,0.309,0.058,0.156,1.022e-4,1.646e-4,-5.94E-05,0,0,0,0,6.491e-6,0.023,15.24,182.415,81.301,0.089,0.1,-12.185,583.648,323.915,0.05,0.291,206.572
15.407,4492.593,226.887,-14.646,229.523,14.666,544.992,0.465,544.992,0.049,34.688,0.766,48.476,-80.433,9.795,4.625e-4,0,0.334,0.141,3.985e4,241.842,51.493,0.224,320.741,241.169,5.221,0.709,4.321e7,0,195.467,0.523,0.523,0.309,0.058,0.156,9.272e-5,7.205e-4,-3.95E-04,0,0,0,0,1.067e-5,0.023,15.24,182.415,81.283,0.09,0.1,-12.266,582.778,323.866,0.05,0.291,205.02
15.457,4503.919,226.156,-14.603,228.794,14.623,546.726,0.468,546.726,0.049,34.649,0.761,48.476,-80.433,9.795,5.066e-4,0,0.364,0.034,3.985e4,241.842,51.493,0.224,320.708,241.169,5.219,0.707,4.304e7,0,193.745,0.522,0.522,0.309,0.057,0.155,1.015e-4,5.558e-4,4.093e-4,0,0,0,0,1.271e-5,0.022,15.24,182.415,81.265,0.092,0.1,-12.347,581.911,323.817,0.05,0.292,203.48
15.507,4515.209,225.426,-14.561,228.068,14.58,548.457,0.47,548.457,0.049,34.612,0.756,48.476,-80.433,9.795,6.172e-4,0,0.353,-0.095,3.985e4,241.842,51.493,0.224,320.675,241.169,5.217,0.704,4.286e7,0,192.04,0.521,0.521,0.309,0.057,0.155,1.236e-4,0.001,-1.43E-04,0,0,0,0,1.206e-5,0.022,15.24,182.415,81.247,0.093,0.1,-12.427,581.046,323.768,0.05,0.292,201.952
15.557,4526.462,224.699,-14.519,227.344,14.538,550.187,0.473,550.187,0.049,34.574,0.751,48.476,-80.433,9.795,7.603e-4,0,0.343,-0.131,3.985e4,241.842,51.493,0.224,320.642,241.169,5.215,0.702,4.268e7,0,190.353,0.521,0.521,0.309,0.057,0.155,1.522e-4,0.001,1.194e-4,0,0,0,0,1.147e-5,0.022,15.24,182.415,81.228,0.094,0.1,-12.507,580.184,323.719,0.05,0.293,200.435
15.607,4537.679,223.975,-14.477,226.622,14.496,551.915,0.476,551.915,0.049,34.536,0.747,48.476,-80.433,9.795,8.663e-4,0,0.339,-0.153,3.985e4,241.842,51.493,0.224,320.61,241.169,5.213,0.7,4.251e7,0,188.683,0.52,0.52,0.309,0.056,0.154,1.734e-4,7.132e-4,-4.38E-04,0,0,0,0,1.124e-5,0.022,15.24,182.415,81.21,0.095,0.1,-12.587,579.325,323.671,0.05,0.293,198.93
15.657,4548.859,223.252,-14.436,225.902,14.455,553.64,0.479,553.641,0.05,34.499,0.742,48.476,-80.433,9.794,9.773e-4,0,0.35,-0.134,3.985e4,241.842,51.493,0.224,320.578,241.169,5.211,0.698,4.233e7,0,187.03,0.519,0.519,0.31,0.056,0.154,1.956e-4,8.819e-4,2.045e-4,0,0,0,0,1.208e-5,0.022,15.24,182.415,81.191,0.096,0.1,-12.667,578.469,323.623,0.05,0.293,197.436
15.707,4560.004,222.531,-14.395,225.184,14.413,555.365,0.482,555.365,0.05,34.462,0.737,48.476,-80.432,9.794,9.917e-4,0,0.359,-0.113,3.985e4,241.842,51.493,0.224,320.546,241.169,5.208,0.696,4.216e7,0,185.394,0.519,0.519,0.31,0.055,0.154,1.984e-4,0.001,4.68e-4,0,0,0,0,1.28e-5,0.022,15.24,182.415,81.173,0.096,0.1,-12.746,577.615,323.575,0.05,0.294,195.954
15.757,4571.112,221.812,-14.354,224.468,14.373,557.087,0.484,557.087,0.05,34.425,0.732,48.476,-80.432,9.794,9.212e-4,0,0.367,-0.098,3.985e4,241.842,51.493,0.224,320.516,241.169,5.206,0.694,4.199e7,0,183.773,0.518,0.518,0.31,0.055,0.153,1.842e-4,0.001,-2.04E-04,0,0,0,0,1.347e-5,0.022,15.24,182.415,81.154,0.096,0.1,-12.825,576.764,323.527,0.05,0.294,194.482
15.807,4582.185,221.096,-14.314,223.754,14.333,558.807,0.487,558.807,0.05,34.389,0.727,48.476,-80.432,9.794,8.391e-4,0,0.379,-0.045,3.985e4,241.842,51.493,0.224,320.485,241.169,5.204,0.692,4.181e7,0,182.169,0.517,0.517,0.31,0.054,0.153,1.677e-4,5.624e-4,9.342e-6,0,0,0,0,1.441e-5,0.022,15.24,182.415,81.135,0.095,0.1,-12.904,575.916,323.479,0.05,0.295,193.021
15.857,4593.222,220.381,-14.275,223.042,14.293,560.526,0.49,560.526,0.05,34.353,0.723,48.476,-80.432,9.794,7.9e-4,0,0.385,0.003,3.985e4,241.842,51.493,0.224,320.455,241.169,5.202,0.69,4.164e7,0,180.581,0.517,0.517,0.31,0.054,0.153,1.579e-4,0.001,4.792e-4,0,0,0,0,1.496e-5,0.022,15.24,182.415,81.115,0.095,0.1,-12.983,575.071,323.431,0.05,0.295,191.572
