# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s),Dynamic Pressure (mbar)
128.595,397.579,-43.817,393.299,43.817,393.299,1512.611,3.882,1512.616,0.147,0.073,0.248,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.129,1.135e7,0,1.606e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,16.891,968.796,341.535,0.001,0.384,11.172
128.596,397.535,-43.431,386.16,43.431,386.16,1512.611,3.882,1512.616,0.147,0.073,0.244,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.128,1.125e7,0,1.578e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,16.891,968.801,341.535,0.001,0.384,10.976
128.597,397.492,-43.051,379.213,43.051,379.213,1512.611,3.882,1512.616,0.147,0.073,0.24,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.127,1.115e7,0,1.55e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,16.892,968.806,341.535,0.001,0.384,10.785
128.598,397.449,-42.679,372.451,42.679,372.451,1512.611,3.882,1512.616,0.147,0.073,0.235,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.126,1.105e7,0,1.523e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,16.892,968.811,341.535,0.001,0.384,10.6
128.599,397.407,-42.313,365.867,42.313,365.867,1512.611,3.882,1512.616,0.147,0.073,0.231,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.125,1.096e7,0,1.497e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,16.892,968.815,341.536,0.001,0.384,10.419
128.6,397.364,-41.954,359.455,41.954,359.455,1512.611,3.882,1512.616,0.147,0.074,0.227,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.124,1.087e7,0,1.472e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,16.893,968.82,341.536,0.001,0.384,10.243
128.601,397.323,-41.6,353.209,41.6,353.209,1512.611,3.882,1512.616,0.147,0.074,0.223,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.123,1.077e7,0,1.447e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,16.893,968.825,341.536,0.001,0.384,10.071
128.602,397.281,-41.253,347.124,41.253,347.124,1512.611,3.882,1512.616,0.147,0.074,0.22,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.122,1.068e7,0,1.422e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,16.893,968.83,341.536,0.001,0.385,9.904
128.603,397.24,-40.912,341.194,40.912,341.194,1512.611,3.882,1512.616,0.147,0.074,0.216,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.121,1.06e7,0,1.399e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,16.893,968.834,341.536,0.001,0.385,9.74
128.604,397.199,-40.577,335.413,40.577,335.413,1512.611,3.882,1512.616,0.147,0.075,0.212,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.12,1.051e7,0,1.376e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,16.894,968.839,341.537,0.001,0.385,9.581
128.605,397.159,-40.247,329.777,40.247,329.777,1512.611,3.882,1512.616,0.147,0.075,0.209,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.119,1.042e7,0,1.353e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,16.894,968.844,341.537,0.001,0.385,9.426
128.606,397.119,-39.923,324.281,39.923,324.281,1512.611,3.882,1512.615,0.147,0.075,0.205,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.118,1.034e7,0,1.331e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,16.894,968.848,341.537,0.001,0.385,9.275
128.607,397.079,-39.604,318.92,39.604,318.92,1512.61,3.882,1512.615,0.147,0.075,0.202,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.117,1.026e7,0,1.31e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,16.895,968.853,341.537,0.001,0.385,9.128
128.608,397.04,-39.29,313.69,39.29,313.69,1512.61,3.882,1512.615,0.147,0.075,0.199,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.116,1.018e7,0,1.289e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,16.895,968.857,341.537,0.001,0.385,8.984
128.609,397.001,-38.981,308.587,38.981,308.587,1512.61,3.882,1512.615,0.147,0.076,0.196,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.115,1.01e7,0,1.269e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,16.895,968.862,341.537,0.001,0.386,8.843
128.61,396.962,-38.678,303.606,38.678,303.606,1512.61,3.882,1512.615,0.147,0.076,0.192,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.114,1.002e7,0,1.249e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,16.895,968.866,341.538,0.001,0.386,8.706
128.611,396.923,-38.379,298.744,38.379,298.744,1512.61,3.882,1512.615,0.147,0.076,0.189,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.113,9.941e6,0,1.23e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,16.896,968.871,341.538,0.001,0.386,8.572
128.612,396.885,-38.085,293.997,38.085,293.997,1512.61,3.882,1512.615,0.147,0.076,0.186,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.112,9.865e6,0,1.211e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,16.896,968.875,341.538,0.001,0.386,8.441
128.613,396.847,-37.796,289.362,37.796,289.362,1512.61,3.882,1512.615,0.147,0.076,0.184,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.112,9.79e6,0,1.192e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,16.896,968.879,341.538,0.001,0.386,8.313
128.614,396.809,-37.511,284.834,37.511,284.834,1512.61,3.882,1512.615,0.147,0.077,0.181,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.111,9.716e6,0,1.174e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,16.897,968.884,341.538,0.001,0.387,8.189
128.615,396.772,-37.23,280.411,37.23,280.411,1512.61,3.882,1512.615,0.147,0.077,0.178,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.11,9.643e6,0,1.157e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,16.897,968.888,341.538,0.001,0.387,8.067
128.616,396.735,-36.954,276.089,36.954,276.089,1512.61,3.882,1512.615,0.147,0.077,0.175,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.109,9.572e6,0,1.139e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,16.897,968.892,341.539,0.001,0.387,7.947
128.617,396.698,-36.683,271.866,36.683,271.866,1512.61,3.882,1512.615,0.147,0.077,0.173,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.108,9.501e6,0,1.122e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,16.897,968.896,341.539,0.001,0.387,7.831
128.618,396.662,-36.415,267.737,36.415,267.737,1512.61,3.882,1512.615,0.147,0.077,0.17,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.107,9.432e6,0,1.106e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,16.898,968.901,341.539,0.001,0.388,7.717
128.619,396.625,-36.151,263.702,36.151,263.702,1512.61,3.882,1512.615,0.147,0.077,0.168,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.107,9.364e6,0,1.09e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,NaN,NaN,NaN,NaN,0.1,16.898,968.905,341.539,0.001,0.388,7.606
128.62,396.589,-35.891,259.756,35.891,259.756,1512.609,3.882,1512.614,0.147,0.078,0.165,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.106,9.297e6,0,1.074e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,16.898,968.909,341.539,0.001,0.388,7.497
128.621,396.554,-35.635,255.897,35.635,255.897,1512.609,3.882,1512.614,0.147,0.078,0.163,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.105,9.23e6,0,1.059e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,16.898,968.913,341.539,0.001,0.388,7.39
128.622,396.518,-35.383,252.122,35.383,252.122,1512.609,3.882,1512.614,0.147,0.078,0.16,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.104,9.165e6,0,1.044e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,16.899,968.917,341.539,0.001,0.388,7.286
128.623,396.483,-35.135,248.43,35.135,248.43,1512.609,3.882,1512.614,0.147,0.078,0.158,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.104,9.101e6,0,1.029e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,16.899,968.921,341.54,0.001,0.389,7.184
128.624,396.448,-34.89,244.817,34.89,244.817,1512.609,3.882,1512.614,0.147,0.078,0.156,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.103,9.037e6,0,1.015e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,16.899,968.925,341.54,0.001,0.389,7.085
128.625,396.413,-34.649,241.282,34.649,241.282,1512.609,3.882,1512.614,0.147,0.078,0.154,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.102,8.975e6,0,1.001e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,16.899,968.929,341.54,0.001,0.389,6.987
128.626,396.378,-34.411,237.822,34.411,237.822,1512.609,3.882,1512.614,0.147,0.078,0.151,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.101,8.913e6,0,9868.129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,16.9,968.933,341.54,0.001,0.389,6.891
128.627,396.344,-34.177,234.435,34.177,234.435,1512.609,3.882,1512.614,0.147,0.079,0.149,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.101,8.853e6,0,9733.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,16.9,968.937,341.54,0.001,0.389,6.798
128.628,396.31,-33.945,231.119,33.945,231.119,1512.609,3.882,1512.614,0.147,0.079,0.147,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.1,8.793e6,0,9601.022,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,16.9,968.941,341.54,0.001,0.39,6.706
128.629,396.276,-33.718,227.872,33.718,227.872,1512.609,3.882,1512.614,0.147,0.079,0.145,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.099,8.734e6,0,9471.637,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,16.9,968.945,341.541,0.001,0.39,6.616
128.63,396.243,-33.493,224.693,33.493,224.693,1512.609,3.882,1512.614,0.147,0.079,0.143,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.099,8.676e6,0,9344.929,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,16.901,968.949,341.541,0.001,0.39,6.529
128.631,396.209,-33.271,221.579,33.271,221.579,1512.609,3.882,1512.614,0.147,0.079,0.141,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.098,8.618e6,0,9220.824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,16.901,968.952,341.541,0.001,0.39,6.443
128.632,396.176,-33.053,218.528,33.053,218.528,1512.609,3.882,1512.613,0.147,0.079,0.139,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.097,8.562e6,0,9099.251,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,16.901,968.956,341.541,0.001,0.39,6.358
128.633,396.143,-32.837,215.539,32.837,215.539,1512.608,3.882,1512.613,0.147,0.08,0.137,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.097,8.506e6,0,8980.142,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,16.901,968.96,341.541,0.001,0.39,6.276
128.634,396.11,-32.625,212.61,32.625,212.61,1512.608,3.882,1512.613,0.147,0.08,0.136,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.096,8.451e6,0,8863.431,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,16.902,968.964,341.541,0.001,0.391,6.195
128.635,396.078,-32.415,209.74,32.415,209.74,1512.608,3.882,1512.613,0.147,0.08,0.134,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.096,8.396e6,0,8749.053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,16.902,968.967,341.541,0.001,0.391,6.115
128.636,396.046,-32.208,206.927,32.208,206.927,1512.608,3.882,1512.613,0.147,0.08,0.132,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.095,8.343e6,0,8636.947,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,16.902,968.971,341.542,0.001,0.391,6.037
128.637,396.014,-32.004,204.169,32.004,204.169,1512.608,3.882,1512.613,0.147,0.08,0.13,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.094,8.29e6,0,8527.053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,16.902,968.975,341.542,0.001,0.391,5.961
128.638,395.982,-31.802,201.466,31.802,201.466,1512.608,3.882,1512.613,0.147,0.08,0.129,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.094,8.238e6,0,8419.313,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,16.903,968.978,341.542,0.001,0.391,5.886
128.639,395.95,-31.603,198.815,31.603,198.815,1512.608,3.882,1512.613,0.147,0.08,0.127,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.093,8.186e6,0,8313.671,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,16.903,968.982,341.542,0.001,0.392,5.813
128.64,395.918,-31.407,196.215,31.407,196.215,1512.608,3.882,1512.613,0.147,0.08,0.125,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.093,8.136e6,0,8210.073,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,16.903,968.986,341.542,0.001,0.392,5.741
128.641,395.887,-31.214,193.665,31.214,193.665,1512.608,3.882,1512.613,0.147,0.081,0.124,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.092,8.085e6,0,8108.466,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,16.903,968.989,341.542,0.001,0.392,5.67
128.642,395.856,-31.022,191.164,31.022,191.164,1512.608,3.882,1512.613,0.147,0.081,0.122,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.091,8.036e6,0,8008.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,16.903,968.993,341.542,0.001,0.392,5.601
128.643,395.825,-30.834,188.711,30.834,188.711,1512.608,3.882,1512.613,0.147,0.081,0.121,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.091,7.987e6,0,7911.025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,16.904,968.996,341.543,0.001,0.392,5.533
128.644,395.794,-30.647,186.303,30.647,186.303,1512.608,3.882,1512.613,0.147,0.081,0.119,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.09,7.939e6,0,7815.094,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,16.904,969,341.543,0.001,0.392,5.467
128.645,395.764,-30.463,183.941,30.463,183.941,1512.607,3.882,1512.612,0.147,0.081,0.118,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.09,7.891e6,0,7720.961,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,16.904,969.003,341.543,0.001,0.393,5.401
128.646,395.733,-30.282,181.623,30.282,181.623,1512.607,3.882,1512.612,0.147,0.081,0.116,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.089,7.844e6,0,7628.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,16.904,969.007,341.543,0.001,0.393,5.337
128.647,395.703,-30.103,179.348,30.103,179.348,1512.607,3.882,1512.612,0.147,0.081,0.115,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.089,7.798e6,0,7537.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,16.905,969.01,341.543,0.001,0.393,5.274
128.648,395.673,-29.925,177.114,29.925,177.114,1512.607,3.882,1512.612,0.147,0.081,0.114,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.088,7.752e6,0,7448.907,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,16.905,969.014,341.543,0.001,0.393,5.212
128.649,395.643,-29.75,174.922,29.75,174.922,1512.607,3.882,1512.612,0.147,0.081,0.112,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.088,7.707e6,0,7361.531,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,16.905,969.017,341.543,0.001,0.393,5.151
128.65,395.614,-29.578,172.769,29.578,172.769,1512.607,3.882,1512.612,0.147,0.082,0.111,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.087,7.662e6,0,7275.742,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,16.905,969.02,341.543,0.001,0.394,5.092
128.651,395.584,-29.407,170.655,29.407,170.655,1512.607,3.882,1512.612,0.147,0.082,0.109,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.087,7.618e6,0,7191.503,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,16.905,969.024,341.544,0.001,0.394,5.033
128.652,395.555,-29.238,168.579,29.238,168.579,1512.607,3.882,1512.612,0.147,0.082,0.108,48.476,-80.419,9.807,NaN,NaN,NaN,NaN,3.985e4,241.842,NaN,NaN,NaN,NaN,NaN,0.086,7.574e6,0,7108.776,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,0.1,16.906,969.027,341.544,0.001,0.394,4.976
