# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s),Dynamic Pressure (mbar)
15.033,4406.745,232.424,-14.982,235.042,15.004,531.973,0.458,531.973,0.049,34.981,0.805,48.476,-80.433,9.795,2.303e-4,4.791e-7,0,0,3.985e4,241.842,51.493,0.224,320.992,241.169,5.238,0.725,4.457e7,0,208.933,0.528,0.528,0.308,0.061,0.158,4.63e-5,1.897e-4,4.605e-4,0,0,0,0,0,0.023,15.24,182.415,81.417,0.092,0.1,-11.655,589.353,324.236,0.02,0.172,216.915
15.062,4413.602,231.982,-14.955,234.601,14.976,533.006,0.459,533.006,0.049,34.958,0.802,48.476,-80.433,9.795,1.708e-4,4.686e-7,0,0,3.985e4,241.842,51.493,0.224,320.972,241.169,5.236,0.724,4.446e7,0,207.83,0.528,0.528,0.308,0.061,0.158,3.432e-5,-1.645e-4,-1.595e-4,0,0,0,0,0,0.023,15.24,182.415,81.407,0.092,0.1,-11.704,588.828,324.206,0.03,0.173,215.95
15.107,4423.864,231.32,-14.914,233.942,14.935,534.553,0.462,534.554,0.049,34.922,0.797,48.476,-80.433,9.795,2.189e-4,5.383e-7,0,0,3.985e4,241.842,51.493,0.224,320.942,241.169,5.234,0.722,4.43e7,0,206.188,0.527,0.527,0.308,0.061,0.158,4.399e-5,-2.188e-4,3.448e-4,0,0,0,0,0,0.023,15.24,182.415,81.391,0.091,0.1,-11.777,588.042,324.162,0.044,0.173,214.511
15.157,4435.411,230.576,-14.868,233.199,14.889,536.298,0.465,536.299,0.05,34.882,0.792,48.476,-80.433,9.795,3.541e-4,6.759e-7,0.3,0.183,3.985e4,241.842,51.493,0.224,320.907,241.169,5.232,0.72,4.411e7,0,204.354,0.526,0.526,0.309,0.06,0.157,7.112e-5,7.887e-4,-1.666e-4,0,0,0,0,8.345e-6,0.023,15.24,182.415,81.373,0.091,0.1,-11.859,587.158,324.112,0.05,0.174,212.899
15.207,4446.921,229.834,-14.823,232.46,14.844,538.042,0.467,538.042,0.05,34.843,0.787,48.476,-80.433,9.795,5.269e-4,5.823e-7,0.309,0.171,3.985e4,241.842,51.493,0.224,320.872,241.169,5.23,0.717,4.393e7,0,202.539,0.526,0.526,0.309,0.06,0.157,1.058e-4,6.569e-4,-3.747e-4,0,0,0,0,8.871e-6,0.023,15.24,182.415,81.356,0.091,0.1,-11.941,586.276,324.063,0.05,0.174,211.299
15.257,4458.394,229.094,-14.778,231.722,14.799,539.783,0.47,539.783,0.05,34.804,0.782,48.476,-80.433,9.795,7.063e-4,0,0.313,0.171,3.985e4,241.842,51.493,0.224,320.838,241.169,5.228,0.715,4.375e7,0,200.743,0.525,0.525,0.309,0.059,0.157,1.418e-4,5.459e-4,-1.464e-4,0,0,0,0,9.165e-6,0.023,15.24,182.415,81.338,0.091,0.1,-12.023,585.397,324.013,0.05,0.174,209.711
15.307,4469.831,228.356,-14.733,230.987,14.754,541.522,0.473,541.522,0.05,34.765,0.777,48.476,-80.433,9.795,7.897e-4,6.057e-7,0.338,0.122,3.985e4,241.842,51.493,0.224,320.804,241.169,5.225,0.713,4.357e7,0,198.966,0.524,0.524,0.309,0.059,0.156,1.584e-4,4.377e-4,-3.391e-4,0,0,0,0,1.075e-5,0.023,15.24,182.415,81.32,0.091,0.1,-12.104,584.521,323.964,0.05,0.175,208.136
15.357,4481.23,227.62,-14.69,230.254,14.71,543.259,0.476,543.259,0.05,34.726,0.772,48.476,-80.433,9.795,8.652e-4,8.396e-7,0.352,0.081,3.985e4,241.842,51.493,0.224,320.771,241.169,5.223,0.711,4.339e7,0,197.207,0.523,0.523,0.309,0.058,0.156,1.735e-4,0.001,1.606e-4,0,0,0,0,1.177e-5,0.023,15.24,182.415,81.302,0.092,0.1,-12.185,583.648,323.915,0.05,0.175,206.572
15.407,4492.593,226.887,-14.646,229.523,14.666,544.995,0.479,544.995,0.05,34.688,0.767,48.476,-80.433,9.795,9.52e-4,6.533e-7,0.361,0.05,3.985e4,241.842,51.493,0.224,320.738,241.169,5.221,0.709,4.321e7,0,195.467,0.523,0.523,0.309,0.058,0.156,1.909e-4,0.001,3.396e-4,0,0,0,0,1.243e-5,0.023,15.24,182.415,81.284,0.093,0.1,-12.266,582.778,323.866,0.05,0.176,205.02
15.457,4503.919,226.156,-14.603,228.794,14.623,546.728,0.481,546.728,0.05,34.649,0.762,48.476,-80.433,9.795,9.608e-4,7.418e-7,0.366,-0.006,3.985e4,241.842,51.493,0.224,320.705,241.169,5.219,0.707,4.304e7,0,193.745,0.522,0.522,0.309,0.057,0.155,1.925e-4,0.001,3.292e-4,0,0,0,0,1.29e-5,0.022,15.24,182.415,81.266,0.094,0.1,-12.347,581.911,323.817,0.05,0.176,203.48
15.507,4515.208,225.426,-14.561,228.068,14.58,548.46,0.484,548.46,0.051,34.611,0.757,48.476,-80.433,9.795,9.404e-4,3.246e-7,0.366,-0.041,3.985e4,241.842,51.493,0.224,320.673,241.169,5.217,0.704,4.286e7,0,192.04,0.521,0.521,0.309,0.057,0.155,1.884e-4,9.649e-4,-2.813e-4,0,0,0,0,1.298e-5,0.022,15.24,182.415,81.247,0.095,0.1,-12.427,581.046,323.768,0.05,0.177,201.952
15.557,4526.461,224.699,-14.518,227.344,14.538,550.189,0.487,550.189,0.051,34.574,0.752,48.476,-80.433,9.795,9.013e-4,5.741e-7,0.364,-0.073,3.985e4,241.842,51.493,0.224,320.641,241.169,5.215,0.702,4.268e7,0,190.353,0.521,0.521,0.309,0.057,0.155,1.805e-4,0.001,-1.621e-4,0,0,0,0,1.288e-5,0.022,15.24,182.415,81.229,0.096,0.1,-12.507,580.184,323.719,0.05,0.177,200.435
15.607,4537.678,223.975,-14.477,226.622,14.496,551.917,0.49,551.917,0.051,34.536,0.747,48.476,-80.433,9.795,8.272e-4,0,0.365,-0.079,3.985e4,241.842,51.493,0.224,320.61,241.169,5.213,0.7,4.251e7,0,188.683,0.52,0.52,0.309,0.056,0.154,1.656e-4,3.786e-4,1.853e-4,0,0,0,0,1.309e-5,0.022,15.24,182.415,81.21,0.096,0.1,-12.587,579.325,323.671,0.05,0.178,198.93
15.657,4548.859,223.252,-14.436,225.902,14.455,553.643,0.493,553.643,0.051,34.499,0.742,48.476,-80.432,9.794,7.366e-4,0,0.368,-0.077,3.985e4,241.842,51.493,0.224,320.579,241.169,5.211,0.698,4.233e7,0,187.03,0.519,0.519,0.31,0.056,0.154,1.474e-4,9.52e-4,4.259e-4,0,0,0,0,1.336e-5,0.022,15.24,182.415,81.191,0.096,0.1,-12.667,578.469,323.623,0.05,0.178,197.436
15.707,4560.003,222.531,-14.395,225.184,14.414,555.367,0.496,555.367,0.051,34.462,0.737,48.476,-80.432,9.794,6.144e-4,3.903e-7,0.371,-0.077,3.985e4,241.842,51.493,0.224,320.549,241.169,5.209,0.696,4.216e7,0,185.394,0.519,0.519,0.31,0.055,0.154,1.229e-4,9.402e-4,-3.641e-4,0,0,0,0,1.368e-5,0.022,15.24,182.415,81.172,0.096,0.1,-12.746,577.615,323.575,0.05,0.179,195.954
15.757,4571.112,221.812,-14.354,224.468,14.373,557.089,0.499,557.089,0.051,34.425,0.731,48.476,-80.432,9.794,4.77e-4,4.641e-7,0.376,-0.056,3.985e4,241.842,51.493,0.224,320.518,241.169,5.207,0.694,4.199e7,0,183.773,0.518,0.518,0.31,0.055,0.153,9.538e-5,4.096e-4,-2.802e-4,0,0,0,0,1.41e-5,0.022,15.24,182.415,81.153,0.096,0.1,-12.825,576.764,323.527,0.05,0.179,194.482
15.807,4582.185,221.096,-14.314,223.754,14.333,558.809,0.502,558.81,0.051,34.389,0.727,48.476,-80.432,9.794,3.885e-4,6.581e-7,0.382,-0.013,3.985e4,241.842,51.493,0.224,320.488,241.169,5.205,0.692,4.181e7,0,182.169,0.517,0.517,0.31,0.054,0.153,7.766e-5,3.343e-4,1.75e-4,0,0,0,0,1.469e-5,0.022,15.24,182.415,81.134,0.096,0.1,-12.904,575.916,323.479,0.05,0.179,193.021
15.857,4593.222,220.381,-14.275,223.042,14.293,560.528,0.504,560.528,0.052,34.353,0.722,48.476,-80.432,9.794,3.659e-4,5.812e-7,0.371,0.103,3.985e4,241.842,51.493,0.224,320.458,241.169,5.203,0.69,4.164e7,0,180.581,0.517,0.517,0.31,0.054,0.153,7.312e-5,2.949e-4,-3.697e-4,0,0,0,0,1.389e-5,0.022,15.24,182.415,81.115,0.096,0.1,-12.983,575.071,323.431,0.05,0.18,191.572
15.907,4604.223,219.668,-14.235,222.332,14.253,562.245,0.507,562.245,0.052,34.317,0.717,48.476,-80.432,9.794,3.52e-4,5.19e-7,0.34,0.182,3.985e4,241.842,51.493,0.224,320.427,241.169,5.201,0.688,4.147e7,0,179.009,0.516,0.516,0.31,0.054,0.152,7.032e-5,6.831e-4,-1.657e-4,0,0,0,0,1.178e-5,0.022,15.24,182.415,81.096,0.095,0.1,-13.061,574.229,323.384,0.05,0.18,190.133
15.957,4615.189,218.957,-14.197,221.625,14.214,563.96,0.51,563.96,0.052,34.281,0.712,48.476,-80.432,9.794,4.037e-4,5.119e-7,0.299,0.246,3.985e4,241.842,51.493,0.224,320.397,241.169,5.199,0.685,4.13e7,0,177.452,0.516,0.516,0.31,0.053,0.152,8.062e-5,4.637e-4,1.821e-5,0,0,0,0,9.171e-6,0.022,15.24,182.415,81.076,0.095,0.1,-13.139,573.389,323.337,0.05,0.181,188.704
16.007,4626.119,218.248,-14.158,220.919,14.176,565.673,0.513,565.673,0.052,34.246,0.708,48.476,-80.432,9.794,4.353e-4,4.774e-7,0.298,0.249,3.985e4,241.842,51.493,0.224,320.367,241.169,5.197,0.683,4.113e7,0,175.91,0.515,0.515,0.31,0.053,0.152,8.689e-5,-5.037e-5,-1.892e-4,0,0,0,0,9.171e-6,0.022,15.24,182.415,81.057,0.095,0.1,-13.217,572.552,323.289,0.05,0.181,187.287
16.057,4637.013,217.542,-14.12,220.215,14.137,567.384,0.516,567.384,0.052,34.21,0.703,48.476,-80.432,9.794,4.786e-4,3.019e-7,0.333,0.2,3.985e4,241.842,51.493,0.224,320.336,241.169,5.195,0.681,4.096e7,0,174.384,0.514,0.514,0.31,0.052,0.152,9.55e-5,-8.615e-6,1.294e-4,0,0,0,0,1.149e-5,0.022,15.24,182.415,81.038,0.096,0.1,-13.294,571.717,323.242,0.05,0.181,185.879
16.107,4647.873,216.836,-14.082,219.513,14.099,569.094,0.519,569.094,0.052,34.175,0.699,48.476,-80.432,9.794,6.368e-4,3.487e-7,0.367,0.133,3.985e4,241.842,51.493,0.224,320.306,241.169,5.193,0.679,4.079e7,0,172.872,0.514,0.514,0.31,0.052,0.151,1.27e-4,3.563e-4,-2.758e-4,0,0,0,0,1.405e-5,0.022,15.24,182.415,81.018,0.096,0.1,-13.372,570.886,323.196,0.05,0.182,184.483
16.157,4658.697,216.133,-14.045,218.813,14.062,570.802,0.522,570.802,0.052,34.14,0.695,48.476,-80.432,9.794,7.934e-4,0,0.387,0.066,3.985e4,241.842,51.493,0.224,320.276,241.169,5.191,0.677,4.063e7,0,171.375,0.513,0.513,0.311,0.052,0.151,1.582e-4,0.001,3.003e-4,0,0,0,0,1.571e-5,0.021,15.24,182.415,80.999,0.097,0.1,-13.449,570.057,323.149,0.05,0.182,183.096
16.207,4669.486,215.432,-14.008,218.115,14.025,572.508,0.525,572.508,0.053,34.106,0.691,48.476,-80.432,9.794,9.54e-4,3.378e-7,0.394,0.004,3.985e4,241.842,51.493,0.224,320.246,241.169,5.189,0.675,4.046e7,0,169.892,0.513,0.513,0.311,0.051,0.151,1.902e-4,0.001,3.946e-4,0,0,0,0,1.646e-5,0.021,15.24,182.415,80.979,0.098,0.1,-13.526,569.23,323.102,0.05,0.182,181.72
16.257,4680.24,214.733,-13.971,217.419,13.988,574.212,0.528,574.212,0.053,34.071,0.687,48.476,-80.432,9.794,0.001,8.171e-7,0.394,-0.053,3.985e4,241.842,51.493,0.224,320.216,241.169,5.187,0.673,4.029e7,0,168.424,0.512,0.512,0.311,0.051,0.15,2.147e-4,7.419e-4,4.322e-4,0,0,0,0,1.655e-5,0.021,15.24,182.415,80.959,0.099,0.1,-13.602,568.407,323.056,0.05,0.183,180.353
16.307,4690.959,214.035,-13.935,216.724,13.951,575.915,0.531,575.915,0.053,34.037,0.682,48.476,-80.432,9.794,0.001,3.454e-7,0.393,-0.076,3.985e4,241.842,51.493,0.224,320.187,241.169,5.185,0.671,4.013e7,0,166.969,0.511,0.511,0.311,0.051,0.15,2.414e-4,0.001,-3.61e-4,0,0,0,0,1.656e-5,0.021,15.24,182.415,80.939,0.1,0.1,-13.679,567.586,323.01,0.05,0.183,178.997
16.357,4701.644,213.339,-13.899,216.032,13.915,577.616,0.534,577.616,0.053,34.003,0.678,48.476,-80.432,9.794,0.001,4.791e-7,0.392,-0.096,3.985e4,241.842,51.493,0.224,320.158,241.169,5.183,0.669,3.996e7,0,165.528,0.511,0.511,0.311,0.05,0.15,2.598e-4,0.002,-2.647e-4,0,0,0,0,1.658e-5,0.021,15.24,182.415,80.919,0.101,0.1,-13.755,566.767,322.964,0.05,0.184,177.65
16.407,4712.293,212.645,-13.863,215.341,13.88,579.315,0.537,579.315,0.053,33.969,0.674,48.476,-80.432,9.794,0.001,4.94e-7,0.393,-0.103,3.985e4,241.842,51.493,0.224,320.129,241.169,5.181,0.667,3.98e7,0,164.11,0.51,0.51,0.311,0.05,0.149,2.598e-4,8.856e-4,-4.126e-4,0,0,0,0,1.675e-5,0.021,15.24,182.415,80.899,0.102,0.1,-13.83,565.98,322.918,0.05,0.184,176.323
16.457,4722.908,211.953,-13.828,214.652,13.844,581.013,0.54,581.013,0.053,33.936,0.67,48.476,-80.432,9.794,0.001,5.1e-7,0.396,-0.101,3.985e4,241.842,51.493,0.224,320.101,241.169,5.179,0.665,3.964e7,0,162.708,0.51,0.51,0.311,0.05,0.149,2.518e-4,0.001,2.421e-4,0,0,0,0,1.715e-5,0.021,15.24,182.415,80.878,0.102,0.1,-13.906,565.208,322.872,0.05,0.185,175.008
16.507,4733.489,211.262,-13.794,213.965,13.81,582.709,0.543,582.709,0.053,33.902,0.665,48.476,-80.432,9.794,0.001,3.671e-7,0.401,-0.098,3.985e4,241.842,51.493,0.224,320.074,241.169,5.177,0.663,3.948e7,0,161.319,0.509,0.509,0.311,0.049,0.149,2.331e-4,0.002,1.944e-5,0,0,0,0,1.768e-5,0.021,15.24,182.415,80.858,0.102,0.1,-13.981,564.439,322.826,0.05,0.185,173.704
16.557,4744.035,210.573,-13.759,213.28,13.775,584.403,0.546,584.403,0.053,33.869,0.661,48.476,-80.432,9.794,0.001,7.248e-7,0.403,-0.1,3.985e4,241.842,51.493,0.224,320.047,241.169,5.176,0.661,3.932e7,0,159.943,0.509,0.509,0.311,0.049,0.149,2.147e-4,9.875e-4,-4.089e-4,0,0,0,0,1.799e-5,0.021,15.24,182.415,80.837,0.102,0.1,-14.056,563.673,322.781,0.05,0.186,172.408
16.607,4754.546,209.886,-13.725,212.596,13.741,586.096,0.549,586.096,0.054,33.836,0.657,48.476,-80.432,9.794,9.226e-4,0,0.413,-0.07,3.985e4,241.842,51.493,0.224,320.02,241.169,5.174,0.659,3.916e7,0,158.58,0.508,0.508,0.311,0.048,0.148,1.835e-4,9.232e-4,2.188e-4,0,0,0,0,1.897e-5,0.021,15.24,182.415,80.816,0.102,0.1,-14.131,562.908,322.735,0.05,0.187,171.122
16.657,4765.023,209.201,-13.692,211.914,13.707,587.787,0.552,587.787,0.054,33.803,0.653,48.476,-80.432,9.794,7.842e-4,7.738e-7,0.415,-0.06,3.985e4,241.842,51.493,0.224,319.994,241.169,5.172,0.657,3.9e7,0,157.23,0.508,0.508,0.311,0.048,0.148,1.559e-4,0.001,-4.212e-4,0,0,0,0,1.932e-5,0.021,15.24,182.415,80.795,0.102,0.1,-14.206,562.147,322.69,0.05,0.187,169.845
16.707,4775.466,208.517,-13.658,211.234,13.674,589.476,0.555,589.476,0.054,33.771,0.648,48.476,-80.432,9.794,7.119e-4,4.181e-7,0.421,0.029,3.985e4,241.842,51.493,0.224,319.967,241.169,5.17,0.655,3.884e7,0,155.891,0.507,0.507,0.311,0.048,0.148,1.415e-4,0.001,-1.512e-4,0,0,0,0,2e-5,0.021,15.24,182.415,80.774,0.102,0.1,-14.28,561.388,322.645,0.05,0.188,168.577
16.757,4785.875,207.835,-13.625,210.556,13.64,591.164,0.558,591.164,0.054,33.739,0.644,48.476,-80.432,9.794,6.63e-4,7.111e-7,0.41,0.108,3.985e4,241.842,51.493,0.224,319.941,241.169,5.169,0.653,3.869e7,0,154.565,0.506,0.506,0.312,0.047,0.147,1.317e-4,0.001,-1.778e-5,0,0,0,0,1.911e-5,0.021,15.24,182.415,80.753,0.101,0.1,-14.354,560.631,322.6,0.05,0.188,167.318
16.807,4796.25,207.155,-13.592,209.879,13.607,592.85,0.561,592.85,0.054,33.706,0.64,48.476,-80.432,9.794,6.652e-4,5.978e-7,0.383,0.188,3.985e4,241.842,51.493,0.224,319.914,241.169,5.167,0.651,3.853e7,0,153.252,0.506,0.506,0.312,0.047,0.147,1.321e-4,2.459e-4,3.465e-4,0,0,0,0,1.672e-5,0.021,15.24,182.415,80.732,0.101,0.1,-14.428,559.877,322.555,0.05,0.189,166.068
16.857,4806.59,206.476,-13.56,209.204,13.575,594.534,0.564,594.535,0.054,33.675,0.636,48.476,-80.432,9.794,6.942e-4,4.688e-7,0.358,0.232,3.985e4,241.842,51.493,0.224,319.887,241.169,5.165,0.649,3.837e7,0,151.95,0.505,0.505,0.312,0.047,0.147,1.378e-4,0.001,1.505e-4,0,0,0,0,1.471e-5,0.021,15.24,182.415,80.711,0.1,0.1,-14.502,559.125,322.511,0.05,0.189,164.826
16.907,4816.897,205.799,-13.528,208.53,13.542,596.217,0.567,596.218,0.054,33.643,0.632,48.476,-80.432,9.794,7.59e-4,5.405e-7,0.358,0.236,3.985e4,241.842,51.493,0.224,319.861,241.169,5.163,0.647,3.822e7,0,150.66,0.505,0.505,0.312,0.047,0.147,1.506e-4,9.968e-4,3.369e-4,0,0,0,0,1.481e-5,0.02,15.24,182.415,80.689,0.1,0.1,-14.575,558.376,322.466,0.05,0.189,163.594
16.957,4827.17,205.123,-13.496,207.859,13.51,597.899,0.57,597.899,0.055,33.611,0.629,48.476,-80.432,9.794,8.396e-4,3.146e-7,0.369,0.224,3.985e4,241.842,51.493,0.224,319.834,241.169,5.162,0.645,3.806e7,0,149.381,0.504,0.504,0.312,0.046,0.146,1.666e-4,8.897e-4,-1.339e-4,0,0,0,0,1.582e-5,0.02,15.24,182.415,80.668,0.101,0.1,-14.648,557.629,322.422,0.05,0.19,162.37
17.007,4837.41,204.449,-13.464,207.188,13.478,599.578,0.573,599.579,0.055,33.58,0.625,48.476,-80.432,9.794,8.745e-4,7.429e-7,0.386,0.195,3.985e4,241.842,51.493,0.224,319.808,241.169,5.16,0.643,3.791e7,0,148.114,0.504,0.504,0.312,0.046,0.146,1.734e-4,5.482e-4,-4.338e-4,0,0,0,0,1.748e-5,0.02,15.24,182.415,80.646,0.101,0.1,-14.721,556.884,322.378,0.05,0.19,161.155
17.057,4847.615,203.777,-13.433,206.52,13.447,601.257,0.576,601.257,0.055,33.549,0.621,48.476,-80.432,9.794,9.576e-4,5.885e-7,0.411,0.143,3.985e4,241.842,51.493,0.224,319.782,241.169,5.158,0.641,3.775e7,0,146.858,0.503,0.503,0.312,0.046,0.146,1.899e-4,7.701e-4,-2.419e-5,0,0,0,0,1.997e-5,0.02,15.24,182.415,80.624,0.102,0.1,-14.794,556.142,322.334,0.05,0.191,159.948
