# Time (s),Altitude (m),Vertical velocity (m/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Mach number (​),Thrust (N),Drag force (N),Drag coefficient (​)
10.641,3201.088,308.761,4.014e4,527.888,51.584,0.225,325.006,241.389,0.957,0,503.45,0.628
10.691,3216.499,307.655,4.013e4,520.505,51.582,0.225,324.982,241.384,0.954,0,499.04,0.628
10.741,3231.854,306.556,4.012e4,513.286,51.579,0.224,325.166,241.378,0.951,0,494.816,0.628
10.791,3247.155,305.463,4.011e4,506.227,51.577,0.224,324.727,241.373,0.948,0,490.805,0.628
10.841,3262.401,304.377,4.011e4,499.324,51.575,0.224,324.625,241.368,0.944,0,486.759,0.628
10.891,3277.592,303.296,4.01e4,492.574,51.573,0.224,324.745,241.362,0.941,0,482.716,0.629
10.941,3292.73,302.218,4.009e4,485.974,51.571,0.224,324.889,241.357,0.938,0,478.757,0.629
10.991,3307.814,301.143,4.009e4,479.52,51.569,0.224,324.866,241.352,0.935,0,474.945,0.629
11.041,3322.845,300.073,4.008e4,473.208,51.567,0.224,324.691,241.348,0.932,0,471.092,0.629
11.091,3337.822,299.006,4.008e4,467.037,51.565,0.224,324.486,241.343,0.929,0,467.27,0.629
11.141,3352.745,297.943,4.007e4,461.002,51.563,0.224,324.178,241.338,0.926,0,463.378,0.63
11.191,3367.616,296.884,4.006e4,455.101,51.561,0.224,324.125,241.334,0.923,0,459.55,0.63
11.241,3382.434,295.83,4.006e4,449.331,51.559,0.224,324.247,241.329,0.919,0,455.754,0.63
11.291,3397.199,294.782,4.005e4,443.688,51.557,0.224,324.393,241.325,0.916,0,452.081,0.63
11.341,3411.912,293.742,4.005e4,438.17,51.556,0.224,323.918,241.321,0.913,0,448.465,0.631
11.391,3426.573,292.708,4.004e4,432.776,51.554,0.224,323.68,241.317,0.91,0,444.852,0.631
11.441,3441.183,291.678,4.004e4,427.5,51.552,0.224,323.737,241.313,0.907,0,441.226,0.631
11.491,3455.741,290.651,4.003e4,422.34,51.551,0.224,323.857,241.309,0.904,0,437.699,0.631
11.541,3470.248,289.628,4.003e4,417.296,51.549,0.224,324.149,241.305,0.901,0,434.178,0.631
11.591,3484.704,288.607,4.002e4,412.363,51.547,0.224,323.992,241.301,0.899,0,429.505,0.63
11.641,3499.109,287.592,4.002e4,407.539,51.546,0.224,323.79,241.297,0.896,0,423.898,0.627
11.691,3513.463,286.583,4.001e4,402.823,51.544,0.224,323.802,241.294,0.893,0,418.548,0.624
11.741,3527.767,285.581,4.001e4,398.21,51.543,0.224,323.553,241.29,0.89,0,413.052,0.621
11.791,3542.021,284.585,4e4,393.7,51.541,0.224,323.346,241.287,0.887,0,407.63,0.618
11.841,3556.226,283.595,4e4,389.29,51.54,0.224,323.573,241.283,0.884,0,402.56,0.615
11.891,3570.381,282.613,3.999e4,384.977,51.539,0.224,323.68,241.28,0.881,0,397.457,0.612
11.941,3584.487,281.639,3.999e4,380.76,51.537,0.224,323.319,241.277,0.879,0,392.774,0.61
11.991,3598.545,280.673,3.999e4,376.636,51.536,0.224,323.219,241.273,0.876,0,387.904,0.608
12.041,3612.555,279.712,3.998e4,372.604,51.535,0.224,323.269,241.27,0.873,0,383.136,0.605
12.091,3626.516,278.756,3.998e4,368.662,51.534,0.224,323.308,241.267,0.87,0,378.568,0.603
12.141,3640.43,277.805,3.997e4,364.806,51.532,0.224,323.474,241.264,0.867,0,373.991,0.601
12.191,3654.297,276.858,3.997e4,361.035,51.531,0.224,323.314,241.261,0.865,0,369.652,0.598
12.241,3668.116,275.915,3.997e4,357.349,51.53,0.224,323.012,241.259,0.862,0,365.273,0.596
12.291,3681.889,274.977,3.996e4,353.743,51.529,0.224,322.967,241.256,0.859,0,361.078,0.594
12.341,3695.614,274.045,3.996e4,350.218,51.528,0.224,323.155,241.253,0.857,0,357.049,0.592
12.391,3709.293,273.119,3.996e4,346.771,51.527,0.224,323.128,241.25,0.854,0,353.113,0.59
12.441,3722.926,272.198,3.995e4,343.401,51.526,0.224,323.074,241.248,0.851,0,349.116,0.588
12.491,3736.513,271.283,3.995e4,340.105,51.524,0.224,323.022,241.245,0.848,0,345.219,0.587
12.541,3750.054,270.372,3.995e4,336.881,51.523,0.224,322.723,241.243,0.846,0,341.585,0.585
12.591,3763.55,269.467,3.994e4,333.73,51.522,0.224,322.699,241.24,0.843,0,337.898,0.583
12.641,3777.001,268.566,3.994e4,330.648,51.521,0.224,322.774,241.238,0.841,0,334.27,0.581
12.691,3790.407,267.668,3.994e4,327.634,51.521,0.224,322.901,241.236,0.838,0,330.646,0.58
12.741,3803.768,266.774,3.993e4,324.688,51.52,0.224,322.548,241.233,0.835,0,327.064,0.578
12.791,3817.084,265.882,3.993e4,321.806,51.519,0.224,322.27,241.231,0.833,0,323.531,0.577
12.841,3830.356,264.994,3.993e4,318.988,51.518,0.224,322.214,241.229,0.83,0,320.093,0.575
12.891,3843.584,264.11,3.992e4,316.233,51.517,0.224,322.144,241.227,0.827,0,316.62,0.573
12.941,3856.767,263.231,3.992e4,313.538,51.516,0.224,322.454,241.225,0.825,0,313.325,0.572
12.991,3869.907,262.358,3.992e4,310.904,51.515,0.224,322.423,241.223,0.822,0,310.135,0.57
13.041,3883.003,261.492,3.992e4,308.328,51.514,0.224,321.91,241.221,0.82,0,307.033,0.569
13.091,3896.056,260.631,3.991e4,305.809,51.514,0.224,321.426,241.219,0.818,0,304.076,0.568
13.141,3909.067,259.774,3.991e4,303.345,51.513,0.224,321.523,241.217,0.815,0,300.965,0.566
13.191,3922.034,258.92,3.991e4,300.936,51.512,0.224,321.88,241.215,0.813,0,297.877,0.565
13.241,3934.959,258.068,3.991e4,298.581,51.511,0.224,322.357,241.213,0.81,0,294.853,0.564
13.291,3947.841,257.217,3.99e4,296.278,51.511,0.224,321.964,241.211,0.808,0,291.9,0.562
13.341,3960.68,256.368,3.99e4,294.025,51.51,0.224,321.713,241.21,0.805,0,289.084,0.561
13.391,3973.478,255.521,3.99e4,291.823,51.509,0.224,321.388,241.208,0.803,0,286.197,0.56
13.441,3986.233,254.678,3.99e4,289.669,51.508,0.224,321.271,241.206,0.8,0,283.342,0.559
13.491,3998.945,253.838,3.99e4,287.564,51.508,0.224,321.493,241.205,0.798,0,280.57,0.558
13.541,4011.616,253.002,3.989e4,285.504,51.507,0.224,321.677,241.203,0.795,0,277.747,0.556
13.591,4024.246,252.172,3.989e4,283.491,51.506,0.224,321.95,241.201,0.793,0,275.129,0.555
13.641,4036.834,251.348,3.989e4,281.522,51.506,0.224,321.547,241.2,0.791,0,272.435,0.554
13.691,4049.381,250.528,3.989e4,279.596,51.505,0.224,321.072,241.198,0.788,0,269.883,0.553
13.741,4061.887,249.713,3.989e4,277.714,51.505,0.224,320.89,241.197,0.786,0,267.321,0.552
13.791,4074.352,248.901,3.988e4,275.873,51.504,0.224,320.945,241.196,0.784,0,264.781,0.551
13.841,4086.777,248.091,3.988e4,274.072,51.504,0.224,321.301,241.194,0.781,0,262.222,0.55
13.891,4099.161,247.283,3.988e4,272.312,51.503,0.224,321.717,241.193,0.779,0,259.732,0.549
13.941,4111.505,246.476,3.988e4,270.591,51.502,0.224,321.703,241.192,0.777,0,257.362,0.548
13.991,4123.809,245.669,3.988e4,268.907,51.502,0.224,321,241.19,0.774,0,254.858,0.547
14.041,4136.072,244.864,3.988e4,267.261,51.501,0.224,320.69,241.189,0.772,0,252.476,0.546
14.091,4148.295,244.061,3.987e4,265.652,51.501,0.224,320.297,241.188,0.769,0,249.998,0.545
14.141,4160.478,243.259,3.987e4,264.078,51.5,0.224,319.952,241.186,0.767,0,247.448,0.544
14.191,4172.621,242.461,3.987e4,262.539,51.5,0.224,320.455,241.185,0.764,0,245.091,0.543
14.241,4184.724,241.669,3.987e4,261.034,51.499,0.224,321.574,241.184,0.762,0,242.927,0.542
14.291,4196.788,240.885,3.987e4,259.562,51.499,0.224,320.507,241.183,0.76,0,240.821,0.541
14.341,4208.813,240.106,3.987e4,258.123,51.498,0.224,319.823,241.182,0.758,0,238.679,0.54
14.391,4220.799,239.332,3.987e4,256.716,51.498,0.224,319.64,241.181,0.756,0,236.481,0.539
14.441,4232.746,238.56,3.986e4,255.34,51.498,0.224,319.871,241.18,0.753,0,234.252,0.538
14.491,4244.655,237.789,3.986e4,253.995,51.497,0.224,320.4,241.179,0.751,0,232.037,0.537
14.541,4256.525,237.019,3.986e4,252.679,51.497,0.224,320.762,241.178,0.749,0,230.005,0.537
14.591,4268.357,236.249,3.986e4,251.393,51.496,0.224,321.201,241.177,0.747,0,227.904,0.536
14.641,4280.15,235.479,3.986e4,250.135,51.496,0.224,320.265,241.176,0.744,0,225.781,0.535
14.691,4291.905,234.708,3.986e4,248.904,51.496,0.224,319.749,241.175,0.742,0,223.764,0.534
14.741,4303.621,233.938,3.986e4,247.701,51.495,0.224,319.383,241.174,0.74,0,221.714,0.533
14.791,4315.298,233.171,3.986e4,246.526,51.495,0.224,319.68,241.173,0.738,0,219.766,0.532
14.841,4326.938,232.408,3.985e4,245.375,51.494,0.224,320.122,241.172,0.735,0,217.792,0.532
14.891,4338.539,231.65,3.985e4,244.25,51.494,0.224,320.627,241.171,0.733,0,215.806,0.531
14.941,4350.103,230.896,3.985e4,243.151,51.494,0.224,320.608,241.17,0.731,0,213.99,0.53
14.991,4361.629,230.148,3.985e4,242.075,51.493,0.224,320.018,241.169,0.729,0,212.095,0.529
15,4363.642,230.018,3.985e4,241.842,51.493,0.224,319.937,241.169,0.728,0,211.76,0.529
15.013,4366.66,229.822,3.985e4,241.842,51.493,0.224,319.825,241.169,0.728,0,211.266,0.529
15.033,4371.182,229.529,3.985e4,241.842,51.493,0.224,319.687,241.169,0.727,0,210.528,0.529
15.062,4377.953,229.091,3.985e4,241.842,51.493,0.224,319.497,241.169,0.726,0,209.444,0.528
15.107,4388.087,228.436,3.985e4,241.842,51.493,0.224,319.316,241.169,0.724,0,207.855,0.528
15.157,4399.49,227.698,3.985e4,241.842,51.493,0.224,319.595,241.169,0.722,0,205.968,0.527
15.207,4410.857,226.96,3.985e4,241.842,51.493,0.224,320.136,241.169,0.719,0,204.082,0.526
15.257,4422.186,226.224,3.985e4,241.842,51.493,0.224,320.404,241.169,0.717,0,202.373,0.526
15.307,4433.479,225.487,3.985e4,241.842,51.493,0.224,320.614,241.169,0.715,0,200.568,0.525
15.357,4444.735,224.751,3.985e4,241.842,51.493,0.224,319.841,241.169,0.713,0,198.77,0.524
15.407,4455.954,224.014,3.985e4,241.842,51.493,0.224,319.304,241.169,0.711,0,197.016,0.523
15.457,4467.137,223.278,3.985e4,241.842,51.493,0.224,318.893,241.169,0.709,0,195.237,0.523
15.507,4478.282,222.544,3.985e4,241.842,51.493,0.224,318.896,241.169,0.706,0,193.491,0.522
15.557,4489.391,221.812,3.985e4,241.842,51.493,0.224,319.247,241.169,0.704,0,191.765,0.521
15.607,4500.463,221.085,3.985e4,241.842,51.493,0.224,319.737,241.169,0.702,0,190.029,0.521
15.657,4511.499,220.361,3.985e4,241.842,51.493,0.224,320.549,241.169,0.7,0,188.38,0.52
15.707,4522.5,219.643,3.985e4,241.842,51.493,0.224,320.08,241.169,0.698,0,186.675,0.519
15.757,4533.464,218.928,3.985e4,241.842,51.493,0.224,319.342,241.169,0.696,0,185.082,0.519
15.807,4544.392,218.218,3.985e4,241.842,51.493,0.224,318.764,241.169,0.694,0,183.525,0.518
15.857,4555.286,217.51,3.985e4,241.842,51.493,0.224,318.465,241.169,0.692,0,181.973,0.517
15.907,4566.143,216.805,3.985e4,241.842,51.493,0.224,318.767,241.169,0.689,0,180.302,0.517
15.957,4576.966,216.1,3.985e4,241.842,51.493,0.224,319.185,241.169,0.687,0,178.69,0.516
16.007,4587.753,215.395,3.985e4,241.842,51.493,0.224,319.878,241.169,0.685,0,177.064,0.515
16.057,4598.506,214.69,3.985e4,241.842,51.493,0.224,320.294,241.169,0.683,0,175.533,0.515
16.107,4609.223,213.985,3.985e4,241.842,51.493,0.224,319.508,241.169,0.681,0,173.974,0.514
16.157,4619.904,213.28,3.985e4,241.842,51.493,0.224,318.888,241.169,0.679,0,172.446,0.514
16.207,4630.551,212.575,3.985e4,241.842,51.493,0.224,318.646,241.169,0.677,0,170.972,0.513
16.257,4641.162,211.871,3.985e4,241.842,51.493,0.224,318.588,241.169,0.675,0,169.486,0.512
16.307,4651.738,211.17,3.985e4,241.842,51.493,0.224,318.995,241.169,0.673,0,168.062,0.512
16.357,4662.279,210.473,3.985e4,241.842,51.493,0.224,319.637,241.169,0.671,0,166.673,0.511
16.407,4672.785,209.78,3.985e4,241.842,51.493,0.224,320.1,241.169,0.669,0,165.239,0.511
16.457,4683.257,209.089,3.985e4,241.842,51.493,0.224,319.9,241.169,0.667,0,163.768,0.51
16.507,4693.694,208.401,3.985e4,241.842,51.493,0.224,319.495,241.169,0.664,0,162.351,0.51
16.557,4704.097,207.716,3.985e4,241.842,51.493,0.224,318.883,241.169,0.663,0,161.041,0.509
16.607,4714.466,207.034,3.985e4,241.842,51.493,0.224,318.456,241.169,0.661,0,159.751,0.509
16.657,4724.8,206.355,3.985e4,241.842,51.493,0.224,318.297,241.169,0.659,0,158.449,0.508
16.707,4735.101,205.678,3.985e4,241.842,51.493,0.224,318.276,241.169,0.657,0,157.179,0.508
16.757,4745.368,205.001,3.985e4,241.842,51.493,0.224,319.112,241.169,0.655,0,155.711,0.507
16.807,4755.601,204.323,3.985e4,241.842,51.493,0.224,319.571,241.169,0.653,0,154.415,0.506
16.857,4765.8,203.646,3.985e4,241.842,51.493,0.224,319.733,241.169,0.651,0,153.126,0.506
16.907,4775.966,202.969,3.985e4,241.842,51.493,0.224,319.353,241.169,0.649,0,151.898,0.505
16.957,4786.097,202.292,3.985e4,241.842,51.493,0.224,318.844,241.169,0.647,0,150.632,0.505
17.007,4796.195,201.615,3.985e4,241.842,51.493,0.224,318.483,241.169,0.645,0,149.381,0.504
17.057,4806.259,200.939,3.985e4,241.842,51.493,0.224,318.02,241.169,0.643,0,148.075,0.504
17.107,4816.289,200.264,3.985e4,241.842,51.493,0.224,317.879,241.169,0.641,0,146.793,0.503
17.157,4826.285,199.591,3.985e4,241.842,51.493,0.224,318.284,241.169,0.639,0,145.577,0.503
17.207,4836.248,198.921,3.985e4,241.842,51.493,0.224,318.952,241.169,0.637,0,144.393,0.502
17.257,4846.178,198.254,3.985e4,241.842,51.493,0.224,319.425,241.169,0.635,0,143.16,0.502
17.307,4856.074,197.591,3.985e4,241.842,51.493,0.224,319.207,241.169,0.633,0,142.01,0.501
17.357,4865.937,196.931,3.985e4,241.842,51.493,0.224,318.779,241.169,0.631,0,140.8,0.501
17.407,4875.767,196.273,3.985e4,241.842,51.493,0.224,318.349,241.169,0.629,0,139.636,0.5
17.457,4885.564,195.618,3.985e4,241.842,51.493,0.224,318.074,241.169,0.627,0,138.48,0.5
17.507,4895.329,194.964,3.985e4,241.842,51.493,0.224,317.902,241.169,0.625,0,137.351,0.5
17.557,4905.06,194.312,3.985e4,241.842,51.493,0.224,317.974,241.169,0.623,0,136.209,0.499
17.607,4914.76,193.661,3.985e4,241.842,51.493,0.224,318.516,241.169,0.621,0,134.991,0.499
17.657,4924.427,193.009,3.985e4,241.842,51.493,0.224,318.788,241.169,0.62,0,133.889,0.498
17.707,4934.061,192.358,3.985e4,241.842,51.493,0.224,319.235,241.169,0.618,0,132.773,0.498
17.757,4943.662,191.708,3.985e4,241.842,51.493,0.224,319.306,241.169,0.616,0,131.685,0.497
17.807,4953.231,191.057,3.985e4,241.842,51.493,0.224,318.81,241.169,0.614,0,130.595,0.497
17.857,4962.768,190.407,3.985e4,241.842,51.493,0.224,318.79,241.169,0.612,0,129.602,0.496
17.907,4972.272,189.758,3.985e4,241.842,51.493,0.224,318.529,241.169,0.61,0,128.547,0.496
17.957,4981.744,189.111,3.985e4,241.842,51.493,0.224,318.442,241.169,0.608,0,127.516,0.496
18.007,4991.183,188.463,3.985e4,241.842,51.493,0.224,317.972,241.169,0.606,0,126.392,0.495
18.057,5000.59,187.817,3.985e4,241.842,51.493,0.224,318.132,241.169,0.605,0,125.37,0.495
18.107,5009.965,187.172,3.985e4,241.842,51.493,0.224,317.795,241.169,0.602,0,124.229,0.494
18.157,5019.307,186.528,3.985e4,241.842,51.493,0.224,317.888,241.169,0.6,0,123.145,0.494
18.207,5028.618,185.886,3.985e4,241.842,51.493,0.224,318.383,241.169,0.599,0,122.119,0.493
18.257,5037.896,185.246,3.985e4,241.842,51.493,0.224,318.86,241.169,0.597,0,121.083,0.493
18.307,5047.142,184.61,3.985e4,241.842,51.493,0.224,319.224,241.169,0.595,0,120.032,0.493
18.357,5056.357,183.975,3.985e4,241.842,51.493,0.224,318.544,241.169,0.593,0,119.054,0.492
18.407,5065.54,183.344,3.985e4,241.842,51.493,0.224,318.04,241.169,0.591,0,118.069,0.492
18.457,5074.692,182.714,3.985e4,241.842,51.493,0.224,318.075,241.169,0.589,0,116.991,0.491
18.507,5083.811,182.085,3.985e4,241.842,51.493,0.224,317.982,241.169,0.587,0,115.977,0.491
18.557,5092.9,181.458,3.985e4,241.842,51.493,0.224,317.756,241.169,0.585,0,115.027,0.49
18.607,5101.957,180.833,3.985e4,241.842,51.493,0.224,317.736,241.169,0.583,0,114.065,0.49
18.657,5110.983,180.208,3.985e4,241.842,51.493,0.224,318.222,241.169,0.581,0,113.02,0.49
18.707,5119.978,179.583,3.985e4,241.842,51.493,0.224,318.051,241.169,0.58,0,112.151,0.489
18.757,5128.942,178.96,3.985e4,241.842,51.493,0.224,318.601,241.169,0.578,0,111.148,0.489
18.807,5137.874,178.336,3.985e4,241.842,51.493,0.224,318.748,241.169,0.576,0,110.251,0.489
18.857,5146.775,177.713,3.985e4,241.842,51.493,0.224,318.81,241.169,0.574,0,109.303,0.488
18.907,5155.645,177.09,3.985e4,241.842,51.493,0.224,318.436,241.169,0.572,0,108.385,0.488
18.957,5164.484,176.468,3.985e4,241.842,51.493,0.224,318.503,241.169,0.57,0,107.546,0.487
19.007,5173.292,175.848,3.985e4,241.842,51.493,0.224,318.416,241.169,0.569,0,106.676,0.487
19.057,5182.069,175.228,3.985e4,241.842,51.493,0.224,318.251,241.169,0.567,0,105.789,0.487
19.107,5190.815,174.608,3.985e4,241.842,51.493,0.224,317.96,241.169,0.565,0,104.875,0.486
19.157,5199.53,173.99,3.985e4,241.842,51.493,0.224,317.964,241.169,0.563,0,104.003,0.486
19.207,5208.214,173.372,3.985e4,241.842,51.493,0.224,317.725,241.169,0.561,0,103.083,0.486
19.257,5216.867,172.755,3.985e4,241.842,51.493,0.224,317.75,241.169,0.559,0,102.199,0.485
19.307,5225.49,172.14,3.985e4,241.842,51.493,0.224,318.085,241.169,0.558,0,101.357,0.485
19.357,5234.081,171.527,3.985e4,241.842,51.493,0.224,318.699,241.169,0.556,0,100.562,0.485
19.407,5242.642,170.916,3.985e4,241.842,51.493,0.224,318.512,241.169,0.554,0,99.741,0.484
19.457,5251.173,170.307,3.985e4,241.842,51.493,0.224,318.383,241.169,0.552,0,98.874,0.484
19.507,5259.673,169.698,3.985e4,241.842,51.493,0.224,318.497,241.169,0.55,0,97.975,0.483
19.557,5268.143,169.091,3.985e4,241.842,51.493,0.224,318.174,241.169,0.548,0,97.17,0.483
19.607,5276.582,168.486,3.985e4,241.842,51.493,0.224,318.028,241.169,0.547,0,96.347,0.483
19.657,5284.991,167.882,3.985e4,241.842,51.493,0.224,317.606,241.169,0.545,0,95.596,0.482
19.707,5293.37,167.279,3.985e4,241.842,51.493,0.224,317.332,241.169,0.543,0,94.842,0.482
19.757,5301.719,166.678,3.985e4,241.842,51.493,0.224,317.304,241.169,0.541,0,94.063,0.482
19.807,5310.038,166.078,3.985e4,241.842,51.493,0.224,317.475,241.169,0.54,0,93.27,0.481
19.857,5318.327,165.478,3.985e4,241.842,51.493,0.224,317.703,241.169,0.538,0,92.49,0.481
19.907,5326.586,164.879,3.985e4,241.842,51.493,0.224,317.949,241.169,0.536,0,91.726,0.481
19.957,5334.815,164.28,3.985e4,241.842,51.493,0.224,318.231,241.169,0.534,0,90.971,0.48
20.007,5343.014,163.681,3.985e4,241.842,51.493,0.224,318.532,241.169,0.533,0,90.225,0.48
20.057,5351.183,163.083,3.985e4,241.842,51.493,0.224,318.419,241.169,0.531,0,89.494,0.48
20.107,5359.322,162.485,3.985e4,241.842,51.493,0.224,318.253,241.169,0.529,0,88.785,0.48
20.157,5367.432,161.888,3.985e4,241.842,51.493,0.224,318.065,241.169,0.528,0,88.074,0.479
20.207,5375.511,161.291,3.985e4,241.842,51.493,0.224,317.672,241.169,0.526,0,87.329,0.479
20.257,5383.561,160.694,3.985e4,241.842,51.493,0.224,317.35,241.169,0.524,0,86.589,0.479
20.307,5391.58,160.097,3.985e4,241.842,51.493,0.224,317.306,241.169,0.522,0,85.882,0.478
20.357,5399.57,159.502,3.985e4,241.842,51.493,0.224,317.121,241.169,0.521,0,85.144,0.478
20.407,5407.531,158.907,3.985e4,241.842,51.493,0.224,316.8,241.169,0.519,0,84.376,0.478
20.457,5415.461,158.312,3.985e4,241.842,51.493,0.224,316.54,241.169,0.517,0,83.602,0.477
20.507,5423.362,157.718,3.985e4,241.842,51.493,0.224,316.597,241.169,0.515,0,82.855,0.477
20.557,5431.233,157.125,3.985e4,241.842,51.493,0.224,316.664,241.169,0.513,0,82.093,0.477
20.607,5439.074,156.534,3.985e4,241.842,51.493,0.224,317.317,241.169,0.511,0,81.399,0.476
20.657,5446.886,155.945,3.985e4,241.842,51.493,0.224,317.846,241.169,0.509,0,80.686,0.476
20.707,5454.669,155.358,3.985e4,241.842,51.493,0.224,318.063,241.169,0.508,0,80.039,0.476
20.757,5462.422,154.774,3.985e4,241.842,51.493,0.224,317.362,241.169,0.506,0,79.372,0.476
20.807,5470.146,154.191,3.985e4,241.842,51.493,0.224,316.621,241.169,0.504,0,78.739,0.475
20.857,5477.841,153.611,3.985e4,241.842,51.493,0.224,315.82,241.169,0.503,0,78.152,0.475
20.907,5485.507,153.033,3.985e4,241.842,51.493,0.224,315.392,241.169,0.501,0,77.53,0.475
20.957,5493.145,152.456,3.985e4,241.842,51.493,0.224,315.432,241.169,0.499,0,76.851,0.474
21.007,5500.753,151.88,3.985e4,241.842,51.493,0.224,315.178,241.169,0.498,0,76.267,0.474
21.057,5508.333,151.305,3.985e4,241.842,51.493,0.224,315.473,241.169,0.496,0,75.608,0.474
21.107,5515.884,150.73,3.985e4,241.842,51.493,0.224,316.084,241.169,0.494,0,74.924,0.474
21.157,5523.406,150.154,3.985e4,241.842,51.493,0.224,316.596,241.169,0.493,0,74.289,0.473
21.207,5530.899,149.578,3.985e4,241.842,51.493,0.224,317.191,241.169,0.491,0,73.666,0.473
21.257,5538.363,149.001,3.985e4,241.842,51.493,0.224,318.171,241.169,0.489,0,73.003,0.473
21.307,5545.799,148.424,3.985e4,241.842,51.493,0.224,317.24,241.169,0.487,0,72.337,0.472
21.357,5553.206,147.845,3.985e4,241.842,51.493,0.224,316.816,241.169,0.486,0,71.77,0.472
21.407,5560.584,147.267,3.985e4,241.842,51.493,0.224,316.368,241.169,0.484,0,71.192,0.472
21.457,5567.932,146.688,3.985e4,241.842,51.493,0.224,315.938,241.169,0.483,0,70.603,0.472
21.507,5575.252,146.109,3.985e4,241.842,51.493,0.224,315.544,241.169,0.481,0,70.003,0.471
21.557,5582.543,145.531,3.985e4,241.842,51.493,0.224,315.623,241.169,0.479,0,69.438,0.471
21.607,5589.805,144.954,3.985e4,241.842,51.493,0.224,315.93,241.169,0.478,0,68.881,0.471
21.657,5597.039,144.378,3.985e4,241.842,51.493,0.224,315.65,241.169,0.476,0,68.241,0.471
21.707,5604.243,143.802,3.985e4,241.842,51.493,0.224,316.011,241.169,0.474,0,67.658,0.47
21.757,5611.419,143.228,3.985e4,241.842,51.493,0.224,316.514,241.169,0.473,0,67.08,0.47
21.807,5618.566,142.656,3.985e4,241.842,51.493,0.224,317.012,241.169,0.471,0,66.496,0.47
21.857,5625.685,142.086,3.985e4,241.842,51.493,0.224,317.375,241.169,0.469,0,65.893,0.47
21.907,5632.775,141.517,3.985e4,241.842,51.493,0.224,318.108,241.169,0.468,0,65.34,0.469
21.957,5639.836,140.95,3.985e4,241.842,51.493,0.224,317.475,241.169,0.466,0,64.789,0.469
22.007,5646.87,140.385,3.985e4,241.842,51.493,0.224,316.742,241.169,0.464,0,64.261,0.469
22.057,5653.875,139.821,3.985e4,241.842,51.493,0.224,316.897,241.169,0.462,0,63.615,0.469
22.107,5660.852,139.258,3.985e4,241.842,51.493,0.224,316.841,241.169,0.461,0,63.015,0.468
22.157,5667.801,138.696,3.985e4,241.842,51.493,0.224,316.806,241.169,0.459,0,62.426,0.468
22.207,5674.721,138.134,3.985e4,241.842,51.493,0.224,316.649,241.169,0.457,0,61.869,0.468
22.257,5681.614,137.573,3.985e4,241.842,51.493,0.224,316.479,241.169,0.455,0,61.328,0.468
22.307,5688.479,137.013,3.985e4,241.842,51.493,0.224,316.534,241.169,0.454,0,60.768,0.467
22.357,5695.315,136.454,3.985e4,241.842,51.493,0.224,316.378,241.169,0.452,0,60.255,0.467
22.407,5702.124,135.895,3.985e4,241.842,51.493,0.224,316.343,241.169,0.45,0,59.738,0.467
22.457,5708.905,135.337,3.985e4,241.842,51.493,0.224,316.594,241.169,0.449,0,59.195,0.467
22.507,5715.658,134.779,3.985e4,241.842,51.493,0.224,316.992,241.169,0.447,0,58.647,0.466
22.557,5722.383,134.221,3.985e4,241.842,51.493,0.224,317.401,241.169,0.445,0,58.11,0.466
22.607,5729.08,133.663,3.985e4,241.842,51.493,0.224,317.863,241.169,0.443,0,57.576,0.466
22.657,5735.749,133.105,3.985e4,241.842,51.493,0.224,317.609,241.169,0.442,0,57.045,0.466
22.707,5742.391,132.547,3.985e4,241.842,51.493,0.224,317.554,241.169,0.44,0,56.569,0.465
22.757,5749.004,131.99,3.985e4,241.842,51.493,0.224,317.563,241.169,0.439,0,56.101,0.465
22.807,5755.589,131.433,3.985e4,241.842,51.493,0.224,317.357,241.169,0.437,0,55.608,0.465
22.857,5762.147,130.876,3.985e4,241.842,51.493,0.224,317.06,241.169,0.435,0,55.105,0.465
22.907,5768.677,130.32,3.985e4,241.842,51.493,0.224,317.293,241.169,0.434,0,54.66,0.465
22.957,5775.179,129.765,3.985e4,241.842,51.493,0.224,317.137,241.169,0.432,0,54.17,0.464
23.007,5781.654,129.21,3.985e4,241.842,51.493,0.224,317.196,241.169,0.431,0,53.704,0.464
23.057,5788.1,128.656,3.985e4,241.842,51.493,0.224,317.365,241.169,0.429,0,53.249,0.464
23.107,5794.519,128.102,3.985e4,241.842,51.493,0.224,317.165,241.169,0.427,0,52.752,0.464
23.157,5800.91,127.549,3.985e4,241.842,51.493,0.224,317.251,241.169,0.426,0,52.287,0.463
23.207,5807.274,126.997,3.985e4,241.842,51.493,0.224,317.38,241.169,0.424,0,51.827,0.463
23.257,5813.61,126.446,3.985e4,241.842,51.493,0.224,317.467,241.169,0.422,0,51.363,0.463
23.307,5819.919,125.895,3.985e4,241.842,51.493,0.224,317.469,241.169,0.421,0,50.89,0.463
23.357,5826.2,125.345,3.985e4,241.842,51.493,0.224,317.42,241.169,0.419,0,50.413,0.463
23.407,5832.453,124.795,3.985e4,241.842,51.493,0.224,317.706,241.169,0.418,0,49.974,0.462
23.457,5838.679,124.247,3.985e4,241.842,51.493,0.224,317.397,241.169,0.416,0,49.569,0.462
23.507,5844.878,123.7,3.985e4,241.842,51.493,0.224,316.987,241.169,0.415,0,49.153,0.462
23.557,5851.049,123.154,3.985e4,241.842,51.493,0.224,316.662,241.169,0.413,0,48.735,0.462
