# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
214.994,1215.7,-59.555,0.18,59.555,0.18,-30.551,0.162,30.551,179.695,0.053,2.936e-4,28.61,-80.6,9.788,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.178,1.43e7,0,429.265,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,0.1,6.904,872.631,335.483,0.5,1.004
215.494,1185.945,-59.466,0.179,59.466,0.179,-30.577,0.162,30.577,179.696,0.053,2.919e-4,28.61,-80.6,9.788,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.177,1.431e7,0,429.229,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,0.1,7.098,875.801,335.6,0.5,1.004
215.994,1156.234,-59.377,0.178,59.377,0.178,-30.603,0.162,30.604,179.696,0.053,2.901e-4,28.61,-80.6,9.789,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.177,1.432e7,0,429.191,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,0.1,7.291,878.966,335.717,0.5,1.004
216.494,1126.568,-59.288,0.177,59.289,0.177,-30.63,0.162,30.63,179.696,0.053,2.882e-4,28.61,-80.6,9.789,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.177,1.433e7,0,429.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,0.1,7.484,882.127,335.834,0.5,1.004
216.994,1096.946,-59.201,0.176,59.201,0.176,-30.657,0.162,30.657,179.696,0.053,2.863e-4,28.61,-80.6,9.789,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.176,1.435e7,0,429.108,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,0.1,7.677,885.282,335.951,0.5,1.004
217.494,1067.367,-59.113,0.175,59.113,0.175,-30.683,0.162,30.684,179.697,0.053,2.844e-4,28.61,-80.6,9.789,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.176,1.436e7,0,429.065,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,0.1,7.87,888.433,336.068,0.5,1.004
217.994,1037.832,-59.026,0.174,59.026,0.174,-30.71,0.162,30.71,179.697,0.054,2.824e-4,28.61,-80.6,9.789,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.176,1.437e7,0,429.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,0.1,8.062,891.58,336.185,0.5,1.004
218.494,1008.341,-58.94,0.173,58.94,0.173,-30.737,0.162,30.737,179.697,0.054,2.804e-4,28.61,-80.6,9.789,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.176,1.438e7,0,428.975,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,0.1,8.254,894.721,336.301,0.5,1.004
218.994,978.892,-58.854,0.171,58.854,0.171,-30.764,0.162,30.764,179.698,0.054,2.784e-4,28.61,-80.6,9.789,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.175,1.439e7,0,428.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,0.1,8.446,897.858,336.417,0.5,1.004
219.494,949.486,-58.769,0.171,58.769,0.171,-30.791,0.162,30.791,179.698,0.054,2.774e-4,28.61,-80.6,9.789,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.175,1.441e7,0,428.938,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,0.1,8.637,901.104,336.533,0.5,1.004
219.994,920.123,-58.683,0.172,58.683,0.172,-30.818,0.162,30.818,179.698,0.054,2.766e-4,28.61,-80.6,9.789,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.175,1.442e7,0,428.958,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,0.1,8.828,904.389,336.649,0.5,1.005
220.494,890.804,-58.597,0.172,58.597,0.172,-30.845,0.162,30.845,179.698,0.054,2.757e-4,28.61,-80.6,9.789,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.174,1.444e7,0,428.965,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,0.1,9.019,907.67,336.765,0.5,1.005
220.994,861.527,-58.511,0.172,58.511,0.172,-30.872,0.162,30.872,179.699,0.054,2.747e-4,28.61,-80.6,9.789,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.174,1.445e7,0,428.963,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,NaN,NaN,NaN,NaN,0.1,9.21,910.946,336.88,0.5,1.005
221.494,832.293,-58.425,0.171,58.425,0.171,-30.899,0.162,30.9,179.699,0.055,2.735e-4,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.174,1.446e7,0,428.953,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,0.1,9.4,914.217,336.995,0.5,1.005
221.994,803.101,-58.34,0.171,58.34,0.171,-30.926,0.162,30.927,179.699,0.055,2.723e-4,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.173,1.448e7,0,428.937,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,0.1,9.59,917.483,337.11,0.5,1.005
222.494,773.953,-58.254,0.17,58.254,0.17,-30.954,0.162,30.954,179.7,0.055,2.709e-4,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.173,1.449e7,0,428.915,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,0.1,9.78,920.744,337.225,0.5,1.005
222.994,744.847,-58.17,0.17,58.17,0.17,-30.981,0.162,30.982,179.7,0.055,2.695e-4,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.173,1.45e7,0,428.888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,0.1,9.969,924.001,337.34,0.5,1.005
223.494,715.783,-58.085,0.169,58.085,0.169,-31.009,0.162,31.009,179.7,0.055,2.681e-4,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.172,1.451e7,0,428.858,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,0.1,10.158,927.253,337.455,0.5,1.005
223.994,686.762,-58.001,0.168,58.001,0.168,-31.036,0.162,31.037,179.7,0.055,2.665e-4,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.172,1.453e7,0,428.826,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,0.1,10.347,930.5,337.569,0.5,1.005
224.494,657.782,-57.918,0.167,57.918,0.167,-31.064,0.162,31.064,179.701,0.055,2.649e-4,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.172,1.454e7,0,428.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,0.1,10.536,933.742,337.684,0.5,1.005
224.994,628.844,-57.834,0.166,57.834,0.166,-31.092,0.162,31.092,179.701,0.055,2.633e-4,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.171,1.455e7,0,428.754,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,0.1,10.724,936.98,337.798,0.5,1.005
225.494,599.947,-57.752,0.165,57.752,0.165,-31.119,0.162,31.12,179.701,0.056,2.616e-4,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.171,1.456e7,0,428.715,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,0.1,10.913,940.213,337.912,0.5,1.005
225.994,571.092,-57.67,0.164,57.67,0.164,-31.147,0.162,31.148,179.702,0.056,2.599e-4,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.171,1.457e7,0,428.676,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,0.1,11.1,943.442,338.026,0.5,1.005
226.494,542.278,-57.588,0.163,57.588,0.163,-31.175,0.162,31.176,179.702,0.056,2.582e-4,28.61,-80.6,9.79,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.171,1.459e7,0,428.636,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,0.1,11.288,946.666,338.139,0.5,1.006
226.994,513.504,-57.507,0.162,57.507,0.162,-31.203,0.162,31.203,179.702,0.056,2.564e-4,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.17,1.46e7,0,428.595,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,0.1,11.475,949.885,338.253,0.5,1.006
227.494,484.77,-57.426,0.161,57.427,0.161,-31.231,0.162,31.232,179.702,0.056,2.546e-4,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.17,1.461e7,0,428.554,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,0.1,11.662,953.1,338.366,0.5,1.006
227.994,456.077,-57.346,0.161,57.346,0.161,-31.259,0.162,31.26,179.703,0.056,2.535e-4,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.17,1.462e7,0,428.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,0.1,11.849,956.395,338.479,0.5,1.006
228.494,427.424,-57.265,0.161,57.265,0.161,-31.287,0.162,31.288,179.703,0.056,2.529e-4,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.169,1.464e7,0,428.573,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,0.1,12.035,959.76,338.592,0.5,1.006
228.495,427.368,-56.596,669.279,56.596,669.279,-31.287,0.162,31.288,179.703,0.057,0.51,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.169,1.45e7,0,2.924e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,0.1,12.222,963.12,338.705,0.001,1.007
228.496,427.311,-55.943,653.502,55.943,653.502,-31.287,0.162,31.288,179.703,0.057,0.498,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.167,1.433e7,0,2.856e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,0.1,12.222,963.127,338.705,0.001,1.007
228.497,427.256,-55.304,638.276,55.304,638.277,-31.287,0.162,31.288,179.703,0.058,0.487,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.165,1.417e7,0,2.791e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,0.1,12.222,963.134,338.706,0.001,1.007
228.498,427.201,-54.681,623.576,54.681,623.576,-31.288,0.162,31.288,179.703,0.058,0.476,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.163,1.401e7,0,2.727e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,0.1,12.223,963.14,338.706,0.001,1.007
228.499,427.146,-54.071,609.377,54.071,609.377,-31.288,0.162,31.288,179.703,0.059,0.465,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.161,1.385e7,0,2.666e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,0.1,12.223,963.147,338.706,0.001,1.007
228.5,427.092,-53.476,595.657,53.476,595.657,-31.288,0.162,31.288,179.703,0.059,0.454,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.16,1.37e7,0,2.607e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,0.1,12.224,963.153,338.706,0.001,1.007
228.501,427.039,-52.893,582.394,52.893,582.394,-31.288,0.162,31.288,179.703,0.06,0.444,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.158,1.355e7,0,2.55e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,0.1,12.224,963.159,338.707,0.001,1.007
228.502,426.987,-52.324,569.569,52.324,569.569,-31.288,0.162,31.288,179.703,0.06,0.435,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.156,1.34e7,0,2.495e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,0.1,12.224,963.165,338.707,0.001,1.007
228.503,426.935,-51.767,557.161,51.767,557.162,-31.288,0.162,31.288,179.703,0.061,0.425,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.154,1.326e7,0,2.441e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,0.1,12.225,963.172,338.707,0.001,1.007
228.504,426.883,-51.221,545.154,51.221,545.154,-31.288,0.162,31.288,179.703,0.061,0.416,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.153,1.312e7,0,2.39e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,0.1,12.225,963.178,338.707,0.001,1.007
228.505,426.832,-50.688,533.53,50.688,533.53,-31.288,0.162,31.288,179.703,0.061,0.407,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.151,1.299e7,0,2.34e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007,NaN,NaN,NaN,NaN,0.1,12.225,963.184,338.707,0.001,1.007
228.506,426.782,-50.166,522.273,50.166,522.273,-31.288,0.162,31.288,179.703,0.062,0.399,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.15,1.285e7,0,2.291e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006,NaN,NaN,NaN,NaN,0.1,12.226,963.19,338.708,0.001,1.007
228.507,426.732,-49.654,511.368,49.654,511.368,-31.288,0.162,31.289,179.703,0.062,0.391,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.148,1.272e7,0,2.244e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006,NaN,NaN,NaN,NaN,0.1,12.226,963.196,338.708,0.001,1.008
228.508,426.682,-49.153,500.8,49.153,500.8,-31.288,0.162,31.289,179.703,0.063,0.383,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.147,1.259e7,0,2.199e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006,NaN,NaN,NaN,NaN,0.1,12.226,963.202,338.708,0.001,1.008
228.509,426.634,-48.663,490.555,48.663,490.555,-31.288,0.162,31.289,179.703,0.063,0.375,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.145,1.247e7,0,2.155e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006,NaN,NaN,NaN,NaN,0.1,12.227,963.207,338.708,0.001,1.008
228.51,426.585,-48.182,480.62,48.182,480.62,-31.288,0.162,31.289,179.703,0.063,0.367,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.144,1.234e7,0,2.112e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006,NaN,NaN,NaN,NaN,0.1,12.227,963.213,338.708,0.001,1.008
228.511,426.537,-47.711,470.983,47.711,470.983,-31.288,0.162,31.289,179.703,0.064,0.36,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.142,1.222e7,0,2.07e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006,NaN,NaN,NaN,NaN,0.1,12.227,963.219,338.709,0.001,1.008
228.512,426.49,-47.25,461.632,47.25,461.632,-31.288,0.162,31.289,179.703,0.064,0.353,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.141,1.211e7,0,2.03e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006,NaN,NaN,NaN,NaN,0.1,12.228,963.224,338.709,0.001,1.008
228.513,426.443,-46.797,452.556,46.797,452.556,-31.288,0.162,31.289,179.703,0.064,0.346,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.139,1.199e7,0,1.991e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006,NaN,NaN,NaN,NaN,0.1,12.228,963.23,338.709,0.001,1.008
228.514,426.396,-46.353,443.744,46.353,443.744,-31.289,0.162,31.289,179.703,0.065,0.339,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.138,1.188e7,0,1.953e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006,NaN,NaN,NaN,NaN,0.1,12.228,963.235,338.709,0.001,1.008
228.515,426.35,-45.918,435.185,45.918,435.185,-31.289,0.162,31.289,179.703,0.065,0.333,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.137,1.176e7,0,1.916e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006,NaN,NaN,NaN,NaN,0.1,12.228,963.241,338.709,0.001,1.008
228.516,426.304,-45.491,426.871,45.491,426.871,-31.289,0.162,31.289,179.703,0.065,0.327,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.136,1.165e7,0,1.88e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006,NaN,NaN,NaN,NaN,0.1,12.229,963.246,338.71,0.001,1.008
228.517,426.259,-45.072,418.792,45.072,418.792,-31.289,0.162,31.289,179.703,0.066,0.321,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.134,1.155e7,0,1.846e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006,NaN,NaN,NaN,NaN,0.1,12.229,963.252,338.71,0.001,1.008
228.518,426.214,-44.662,410.939,44.662,410.939,-31.289,0.162,31.289,179.703,0.066,0.315,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.133,1.144e7,0,1.812e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006,NaN,NaN,NaN,NaN,0.1,12.229,963.257,338.71,0.001,1.008
228.519,426.17,-44.258,403.304,44.258,403.304,-31.289,0.162,31.289,179.703,0.066,0.309,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.132,1.134e7,0,1.779e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006,NaN,NaN,NaN,NaN,0.1,12.23,963.262,338.71,0.001,1.008
228.52,426.126,-43.862,395.879,43.862,395.879,-31.289,0.162,31.289,179.703,0.067,0.303,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.131,1.124e7,0,1.747e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006,NaN,NaN,NaN,NaN,0.1,12.23,963.267,338.71,0.001,1.008
228.521,426.082,-43.474,388.656,43.474,388.656,-31.289,0.162,31.289,179.703,0.067,0.298,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.129,1.114e7,0,1.716e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006,NaN,NaN,NaN,NaN,0.1,12.23,963.273,338.71,0.001,1.009
228.522,426.039,-43.092,381.628,43.092,381.628,-31.289,0.162,31.289,179.703,0.067,0.292,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.128,1.104e7,0,1.686e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006,NaN,NaN,NaN,NaN,0.1,12.23,963.278,338.711,0.001,1.009
228.523,425.996,-42.717,374.788,42.717,374.788,-31.289,0.162,31.29,179.703,0.067,0.287,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.127,1.094e7,0,1.656e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006,NaN,NaN,NaN,NaN,0.1,12.231,963.283,338.711,0.001,1.009
228.524,425.953,-42.349,368.129,42.349,368.129,-31.289,0.162,31.29,179.703,0.068,0.282,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.126,1.085e7,0,1.627e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,NaN,NaN,NaN,NaN,0.1,12.231,963.288,338.711,0.001,1.009
228.525,425.911,-41.987,361.645,41.988,361.645,-31.289,0.162,31.29,179.703,0.068,0.277,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.125,1.076e7,0,1.6e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,NaN,NaN,NaN,NaN,0.1,12.231,963.293,338.711,0.001,1.009
228.526,425.869,-41.632,355.329,41.632,355.33,-31.289,0.162,31.29,179.703,0.068,0.273,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,4.306e4,3.79,NaN,NaN,NaN,NaN,NaN,0.124,1.067e7,0,1.572e4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,NaN,NaN,NaN,NaN,0.1,12.232,963.298,338.711,0.001,1.009
